block,code,msg_type,sender,pool_id,denom_in,amount_in,denom_out,amount_out
4707925,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,1,uosmo,895862,gamm/pool/1,4225323373780695457
4707925,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qdlv06hedag7egt5ksrav62rjcn4f6hvsfq7e7,674,uosmo,1929032,gamm/pool/674,344249947860507672
4707925,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,1188665,gamm/pool/619,33645427634313584
4707925,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sqh3uwxl98d4a4ql68nha7gqn8v0ujx5gutsur,600,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,12550,gamm/pool/600,147443400927
4707926,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kvkm8p8dd6xamfcdk9es7hylsqgrvhdmxetzk2,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,74139,gamm/pool/662,295903461716
4707927,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1z3wxpdzqywsjmqwjmpf5kzwypfzukfczs6qa2x,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,25873,gamm/pool/641,21819057125983859
4707929,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ugy63q7y3tcm5ct8q0g72x4hdctpxmyyqcyk2f,1,uosmo,1567855,gamm/pool/1,7394769733935480121
4707930,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jeuddmqdqkf4glumlgzs2pwelnzkp6u3gy7xgk,712,uosmo,1449012,gamm/pool/712,98340281269578585
4707930,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10nydjwqr094xpw6uyms55drc9g638d9w7qlktd,578,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,4084,gamm/pool/578,3435186368597
4707933,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1d7sw0t3nyajddyjtvwargqkypqx0yumdpyyujf,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,654160,gamm/pool/601,4404915410005532
4707935,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,7864680,gamm/pool/641,6632391931978366560
4707937,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3346501,gamm/pool/604,8135925556952
4707940,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1527djqe5sgca2z0eqnzc9mqf2484wgc9pu6cmh,712,uosmo,43493,gamm/pool/712,2951743882815952
4707940,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1h6f2hlr58xjp9uxn7mev398nzkxqx6f608qu3n,1,uosmo,7017058,gamm/pool/1,33096021052101590819
4707942,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,19317125085374163,gamm/pool/648,3080925012011466445
4707942,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kvkm8p8dd6xamfcdk9es7hylsqgrvhdmxetzk2,691,ibc/DB9755CB6FE55192948AE074D18FA815E1429D3D374D5BDA8D89623C6CF235C3,21296890,gamm/pool/691,140354951335072520
4707942,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pv8a4jpkem62n6x8ml8tsf4gr2mk2lcv24vydp,9,uosmo,950912,gamm/pool/9,356543454461494362785
4707943,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l6v2g2vfl3aa6hvguz9jvwfnf6lx4a7gc9k5mz,577,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,3450029,gamm/pool/577,631335012560765
4707944,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo144yjwr38rl5zn4hntwad0su3rk9scpz0g5muqr,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,2024537230155975537,gamm/pool/648,322897113330397630283
4707945,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gq5a6zyp37zf8rxngz3m992tvn73ury868hlw8,722,uosmo,90232,gamm/pool/722,225408570800903079
4707945,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,399971879389916818,gamm/pool/648,63792198056757506824
4707945,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1z33nxdj7u2ddlucnggncylq0k86dvfp3sds7k0,9,uosmo,12400000,gamm/pool/9,4649358355045481029921
4707946,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14n8a7dcjmqsf4qfuwas7dzwpg2dvzcw4vzyfce,712,uosmo,54346732,gamm/pool/712,3688249043516284886
4707947,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hggde2u9lrjy9x9kqfwzzgjwkxe2y9wz7relca,712,uosmo,292460,gamm/pool/712,19848036201415720
4707949,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13wft6aryrczyud6hcckmkakh8vqmsz97v06686,712,uosmo,17904043,gamm/pool/712,1215071205239240356
4707951,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kvkm8p8dd6xamfcdk9es7hylsqgrvhdmxetzk2,701,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,111649,gamm/pool/701,358675898832009
4707953,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xnuqd0jqpp7pqsjzyuatygw3z7k6t2jx2ncqpu,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2890,gamm/pool/601,19460424342525
4707953,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,3006871051,gamm/pool/662,12002441973023740
4707954,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1903,gamm/pool/601,12814251720573
4707955,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1z3wxpdzqywsjmqwjmpf5kzwypfzukfczs6qa2x,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,1892609,gamm/pool/605,171186183041783938
4707955,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo169sum6v42ctvrdqgl4q9xz85ykdufpvdgj2jfq,712,uosmo,8178623,gamm/pool/712,555047509521241779
4707956,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18qxc4qnxhlh6ewhce0l6hk3mpsv3t347czhal6,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,21938767988072229403,gamm/pool/722,104386232680641136050
4707957,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,2745401,gamm/pool/619,77709173766412805
4707957,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jeuddmqdqkf4glumlgzs2pwelnzkp6u3gy7xgk,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,29036696,gamm/pool/662,115904890103526
4707961,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,722,uosmo,1536030,gamm/pool/722,3843014864485101816
4707961,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1h6f2hlr58xjp9uxn7mev398nzkxqx6f608qu3n,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,29523599,gamm/pool/604,71777845374659
4707961,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sma37lmel9sx9wvarpvdlx9999q6ddgt8k78hh,1,uosmo,3416531,gamm/pool/1,16113631484234350861
4707962,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nvm4f3j2wa50h5umtavcwsxl6l786uhwjfuvn4,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,14754770,gamm/pool/641,12442567486392157053
4707964,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jeuddmqdqkf4glumlgzs2pwelnzkp6u3gy7xgk,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,1001,gamm/pool/605,90540345476665
4707969,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,669,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,234747,gamm/pool/669,119543536769783899
4707969,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jlhvjgat0f3g8s44x8ggakar5jcfv9tlxt9uyu,674,uosmo,794718,gamm/pool/674,141825874745229078
4707969,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rcvwgkhhxcv07c5cs5s90jt4jkackylsaluum6,712,uosmo,93220,gamm/pool/712,6326425321751985
4707971,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,701,uosmo,2664903,gamm/pool/701,148381674080422324584
4707972,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mergdp6r8c0xe49fz5k2ekyuvqrjzxylxphc6v,712,uosmo,170000000,gamm/pool/712,11537029266982305555
4707973,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rhjaqmswawrja7qmsane32jxm65nezn6p87gk0,1,uosmo,842719,gamm/pool/1,3974655069654800672
4707973,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17rxmjsxl7rf2ftnyqgag993qy5eqltmgre7nk5,606,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,723025224,gamm/pool/606,42426758504108099233
4707977,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12eqgmrepnd8404ugkefv9djn7hzvhy8vudzz42,1,uosmo,597017,gamm/pool/1,2815775920276605753
4707977,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17rxmjsxl7rf2ftnyqgag993qy5eqltmgre7nk5,578,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,20710101,gamm/pool/578,17572606652202234
4707978,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1037w0kq7xwv87sg52qahwswsnreqng7ql0y52e,712,uosmo,3857202,gamm/pool/712,261765936813880306
4707978,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10xdrh24kpcruktw3vuuw2gwhnmuznch0mdhhne,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,275270,gamm/pool/719,4310390769836123465
4707980,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,678,uosmo,2597501,gamm/pool/678,288400605020858231
4707981,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1k3h85tamwgkum5lk273la3mxp0xc397pk9duhp,712,uosmo,11605852,gamm/pool/712,787621192421733930
4707982,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo144yjwr38rl5zn4hntwad0su3rk9scpz0g5muqr,704,uosmo,10086129,gamm/pool/704,413761100923148714
4707982,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qh8gkh9wtya9xlsvcwmtapf0nfz2zdjfspq6vt,1,uosmo,6309015,gamm/pool/1,29755891227063719274
4707982,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1f557kqlyvu6ha3a9ghan5666wpajzcdsmvj3z2,722,uosmo,34274,gamm/pool/722,86094296311721339
4707982,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1z3wxpdzqywsjmqwjmpf5kzwypfzukfczs6qa2x,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4200613,gamm/pool/604,10214994435954
4707982,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1w5zv4ajml2v52ttdnctupd89l2uuf53k9339ry,712,uosmo,378777,gamm/pool/712,25705477883558384
4707986,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dz6sfu9wp8k6tleu98f395ppqfw9qcj3thhk24,629,uosmo,212547,gamm/pool/629,156397378342137
4707988,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1y2fc95rs5fwhljwhrf0f6dx89pcw964dg82902,578,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,73462427,gamm/pool/578,62343293788138557
4707990,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zfqqaya77t5x8xqvv9ap5htg6xfkx6sukm720s,1,uosmo,4589283,gamm/pool/1,21645086685711401460
4707991,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pv8a4jpkem62n6x8ml8tsf4gr2mk2lcv24vydp,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,75000000,gamm/pool/690,21995549053857730420
4707992,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1037w0kq7xwv87sg52qahwswsnreqng7ql0y52e,578,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,5155765,gamm/pool/578,4375188767510740
4707997,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fc2jt7q6279qg47lht6dy39ru8usz3w0cld8fp,712,uosmo,102038,gamm/pool/712,6924480598712376
4707997,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16g5xl2ry9yzul8wnarc7ckx7vl5y7g8qpca2xa,712,uosmo,3576242,gamm/pool/712,242690107092934535
4707997,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mlc0pc0xlpmx7dt9damcpvlxhyjcs6wuumdv04,1,uosmo,896915,gamm/pool/1,4230240752513789948
4707997,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xq50t67y93mdzut3y06tv4k0gel7akq9r7dnmw,601,uosmo,1161209,gamm/pool/601,27163265920548687
4707997,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17rx4caclnlkqwlkq4hq3aq0cvj993pnfqjcz39,601,uosmo,4520113,gamm/pool/601,105735355659228335
4708002,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo140p5s405eux5uxu49v5l4g4p252lhs6khya9up,722,uosmo,3500000,gamm/pool/722,8793201436594841167
4708003,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cqdtmsftv2gk0wm8p8yr5v9zjk3gsk844y7c50,722,uosmo,516066726,gamm/pool/722,1296051361173212941066
4708004,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,578,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,150404916,gamm/pool/578,12886516244516184
4708008,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo199gusfvvth63mvawn023a0pt3muvgegy3yvaxp,1,uosmo,1377281,gamm/pool/1,6495870219070642345
4708011,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1eklq74xn54rsjc3rs5eynz3gfsrmmcrjpwyear,1,uosmo,2873214,gamm/pool/1,13551300176703406793
4708012,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1uwjzjq0llhed9nqkelahaccr9v0y9ut4kv4zgy,678,uosmo,587697,gamm/pool/678,65242987693817045
4708017,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1f923gcmmk06lu3xhjfsx35eh9yq4w8apj2tlc6,722,uosmo,1010814,gamm/pool/722,2528968459055093490
4708022,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l3q0twnt3ztwa06qt6y5svrne3u7zvs4xj37n8,712,uosmo,10957835,gamm/pool/712,743621571022532556
4708028,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,629,uosmo,2304167,gamm/pool/629,1695398530252948
4708031,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ferfl4vl894w54yrpa5kcr8xeg3z2ye5yd7p7z,1,uosmo,606916,gamm/pool/1,2862768763044423008
4708031,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,611,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,14052660,gamm/pool/611,307031448374778208
4708032,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,578,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,371031732,gamm/pool/578,31755484576830689
4708032,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nkfrpv0096e869w6rz3ay2nkxuazr8pzkyd564,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,653461,gamm/pool/601,4400775317735710
4708036,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10wupdm44wq6890q83xwxdwsq9ss8wqwu70vnsl,601,uosmo,101005,gamm/pool/601,2362589815735588
4708036,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s84q7zy0a0f7dchrpj2fk89gyglkwm2eqrzwxu,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,8530911021,gamm/pool/605,771584556166191762236
4708041,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo177rvn5cqeeakzmucefwshlsfurs9ww056a9pla,712,uosmo,594613,gamm/pool/712,40351653470917582
4708041,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,701,uosmo,2982750,gamm/pool/701,165946022291546163856
4708041,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,704,uosmo,400000000,gamm/pool/704,16437602844944029488
4708044,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15gdxhsw6rxrwy0xhs826467spjw0jxx2swfjdh,611,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,8378223,gamm/pool/611,182985842340941214
4708044,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s84q7zy0a0f7dchrpj2fk89gyglkwm2eqrzwxu,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,10894595457,gamm/pool/662,43486957452678894
4708046,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10nydjwqr094xpw6uyms55drc9g638d9w7qlktd,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2134,gamm/pool/3,32757751902365479
4708046,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ykazj74lxsvsclswgss7p0a07ksvauqslzfl4n,1,uosmo,434863,gamm/pool/1,2050507100163035305
4708048,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,674,uosmo,400000000,gamm/pool/674,71380129687993373351
4708048,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1j55hcgt3sm7cj90ry4m3v3gkg226vus5lpu777,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1265737,gamm/pool/719,19820590952464580853
4708050,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lp8cwrswv6lmxagp6cjm87lunxt268wyud69sv,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3041,gamm/pool/601,20479818012672
4708052,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s84q7zy0a0f7dchrpj2fk89gyglkwm2eqrzwxu,701,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,1827128037,gamm/pool/701,5879092291928758757
4708052,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1600u57ghl98qt4edpm34acmgtj3h0v2hzaxcle,674,uosmo,223687,gamm/pool/674,39915321791929638
4708054,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10wewtvmgemxjyydry3xzkm02usfeq2k0caaap8,704,uosmo,2222357,gamm/pool/704,91401207304123888
4708055,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15jllnlsvpe2963x7sjuw2xs2yh9uz2ammfnrvy,712,uosmo,836423,gamm/pool/712,56761369648772981
4708055,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15gdxhsw6rxrwy0xhs826467spjw0jxx2swfjdh,9,uosmo,739730,gamm/pool/9,277556329030160833053
4708056,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13untj4dkgdfe9glkkf8kt6mggyarqejc20mfkh,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,5441914432,gamm/pool/605,492196835840130717172
4708056,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,712,uosmo,320000000,gamm/pool/712,21715454811743824363
4708061,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1z0xst4xz9uqerjzafd5pf3yufn50lnhklc7vxh,1,uosmo,8325704,gamm/pool/1,39247956758932421756
4708061,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ncg4h3vhcdl5cx8xugee5x508glugww3cf259q,631,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,1175722,gamm/pool/631,341989511958709887530
4708069,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yt8cmtzr22j7letwlels95zq2jfuc6pv8vm04e,712,uosmo,541928,gamm/pool/712,36800205519805438
4708069,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,712,uosmo,48028196,gamm/pool/712,3261397424131695338
4708070,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,643,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,7757159,gamm/pool/643,11180052574943051
4708070,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1y8feulaa8rvyjjyg8hfk4k380pqwxcucs9h008,722,uosmo,80000,gamm/pool/722,199372669952040280
4708070,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1e7ra39kd43wsr9j7stt3jkyexp53z5tzukukpz,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,130385,gamm/pool/719,2041740874708562510
4708071,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1r42cyntdmq0hqwl8kqe2rrk0rx53w2nrc7hsxz,712,uosmo,111645,gamm/pool/712,7581332243026043
4708076,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ncg4h3vhcdl5cx8xugee5x508glugww3cf259q,561,uosmo,477,gamm/pool/561,13922113646630397
4708076,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10nydjwqr094xpw6uyms55drc9g638d9w7qlktd,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,915734,gamm/pool/604,2227234247873
4708077,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kxldgfz4ave9u2xqkkcgx4vpvpfp5vpyknakv2,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,13266235,gamm/pool/662,52970999152331
4708079,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sqdj7sazlmswkmf5t344l047vuua8guyt7l253,712,uosmo,115087,gamm/pool/712,7815003188364847
4708081,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wp4xr9ch4a7826agcqfgy2739r2rnk7zww3gfh,611,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,15302900,gamm/pool/611,333991340047800251
4708081,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zh3atlxnu9q0nvsz6yldjl3n76j7wha7pwzxhl,712,uosmo,1461759,gamm/pool/712,99260988935056912
