block,code,msg_type,sender,pool_id,denom_in,amount_in,denom_out,amount_out
4707685,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1me3hg2l74zn5ag9y879u7re4cp4dxea9h5d45s,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4556,gamm/pool/678,450657840400586
4707686,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qee74jx279gpnuwg94x2qdck8khawm8w3j347l,678,uosmo,16490,gamm/pool/678,1830888221216094
4707686,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hqxvaq49gtvgm8r9m7xxtyy993f75hhrrpwpw6,712,uosmo,672533,gamm/pool/712,45596618229435324
4707686,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1damt355s4kvqtcf4w56p89v5krxlyx5wds89x0,704,uosmo,928662,gamm/pool/704,38031766822975996
4707689,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1n4ktx2xqfmsg9nnuyz7den2g0x468l2k3y45pv,674,uosmo,69625,gamm/pool/674,12415401836032669
4707689,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gd0lgxl3zg9frxukm0hdnnenf8tyk22d583pva,722,uosmo,2000000,gamm/pool/722,5067080007806669435
4707689,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1apmwl4yfghpd5vu2r0ysj2rme6uqnw68k0csr2,1,uosmo,65000000,gamm/pool/1,306653658269039735887
4707692,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dqxyc2pzmwrw0v6e8nf9alsz9d42ffq9xq793q,712,uosmo,1893193,gamm/pool/712,128355136693822724
4707692,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14w9sjmkuk9fcnz9ctttfswc7t3ne9fd5ek8sux,712,uosmo,1893436,gamm/pool/712,128371595542562006
4707693,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lz3ycjuwma4yv3dfa5ds2xj573qs64ta6uvc2u,712,uosmo,50000,gamm/pool/712,3389884936205660
4707693,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,386838,gamm/pool/605,34988831619273794
4707695,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rkhkeag9uddcgj0yly333tezq8efu5rhtxxhsp,712,uosmo,1066823,gamm/pool/712,72328192063994101
4707696,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1g659w4l93h7f6ljmcn95m0ygxzq4nq4vfx03qc,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,550000,gamm/pool/690,161370980578875171
4707698,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jh8dac9hehaz7eud4qhcwf98ddleqhsn4vm5tr,3,uosmo,1469558,gamm/pool/3,73419918767993880949
4707701,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xx2jqhfvw2qzy6ta2mxeu9lr2k864puh5czyeh,722,uosmo,2000000,gamm/pool/722,5068613745676673350
4707702,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1t8e8h0tfh2xrwsdhcf942cdm9yutjzvcgka7tj,678,uosmo,7347000000,gamm/pool/678,816232348224979126559
4707702,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14gpkd030ru3xw6xykp7nl4dljckzrs0mtkw7xh,712,uosmo,1163736,gamm/pool/712,78898505062035482
4707705,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1damt355s4kvqtcf4w56p89v5krxlyx5wds89x0,722,uosmo,1000000,gamm/pool/722,2534089519567939436
4707708,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1axna7qzlm5mfxqrt82k4ukq3ekd4trz70z7jzq,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1892788,gamm/pool/10,6693633785885486191063
4707708,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1me8923arytjjtketusxcslvcz66fwyzlle6w96,722,uosmo,3071894,gamm/pool/722,7784411275088687140
4707710,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18l3seqwe8kmlgpj8twdcz59ydj9zujl75z89km,712,uosmo,21046,gamm/pool/712,1426866234155533
4707710,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lz3ycjuwma4yv3dfa5ds2xj573qs64ta6uvc2u,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,110277,gamm/pool/719,1726837463645315739
4707711,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1damt355s4kvqtcf4w56p89v5krxlyx5wds89x0,712,uosmo,657905,gamm/pool/712,44604359052529119
4707713,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kyqydg0tmq9ll9yya9vmncyl623mkgx4jq52v0,1,uosmo,608889,gamm/pool/1,2872525408570696485
4707716,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yy5c7ymzdgd97sjsuum8qrapyk427l95cwmz2g,712,uosmo,230000,gamm/pool/712,15593439875436880
4707716,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19465vhwp242pchpysajlc4gfxyqe24lsr6dc7e,497,uosmo,75941023,gamm/pool/497,12547734038482098688
4707716,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1eqhexdtptfsgyz0m9efg8s8v5vcmsknxsya78u,712,uosmo,10098971,gamm/pool/712,684685236156930284
4707718,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gmau0g4w90uesr74g47rl6acy0yylmfyr6v0r2,678,uosmo,2937246,gamm/pool/678,326272896721402779
4707721,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hlle93zsm0etxltmp3p03htlf3ew46e3gh55uy,611,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3194703,gamm/pool/611,69713683520661044
4707721,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dfs0tk7s592sec09kgg5xwdlsy0rxlv59wqv4d,629,uosmo,627485,gamm/pool/629,462668527407675
4707722,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1damt355s4kvqtcf4w56p89v5krxlyx5wds89x0,712,uosmo,466501,gamm/pool/712,31627579511231288
4707727,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19usnw0rhlx46tlw2pmrra0haff984pdrk32jsv,1,uosmo,410000,gamm/pool/1,1934394047504225828
4707727,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1tryhq2nfnx2az6ngf2a4re5gtn7760tr5cq73r,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,22568,gamm/pool/10,79808898121882900829
4707728,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,81,gamm/pool/601,545294289618
4707728,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1smaktds9syr4kl5wav9zqsjy2f5p7293x7fwt0,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,3281464,gamm/pool/641,2768355651842598849
4707728,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15dkjtlnvzxguv9tcfnug964374tysed4c4hk5r,678,uosmo,4600000,gamm/pool/678,510859912479179503
4707732,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lfz9pq3yrtfwswp8dq0ztxyltscftkqrftpd22,1,uosmo,11394494,gamm/pool/1,53759702133636925223
4707732,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lkv8dlfymhd7n92t7khxc7zy9wcqtfwqz4k6kh,712,uosmo,4231225,gamm/pool/712,286866240681428146
4707732,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ncesahjuytjel7ffpkk2dnhg30ufpaptrn0nwz,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,57367573,gamm/pool/604,139471435868318
4707733,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lqye6dr8yya4rzlzwp5gl2snwcaqaf30hx780t,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,746733,gamm/pool/3,11459882690285954940
4707734,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,601,uosmo,124,gamm/pool/601,2901490683018
4707735,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fjn0vr4dma5crx2rctv6vmfwxx0v0vrd6s4da5,712,uosmo,1513306,gamm/pool/712,102598151489578966
4707736,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yn4wacv7ttr9k82uhctlusv8h0kngr6tqglvr0,712,uosmo,1100000,gamm/pool/712,74577084726274532
4707738,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pe3pduuf4yl2jfwn8ad4qhwpekgdas62lhe02q,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1453798,gamm/pool/10,5141158355925953265231
4707738,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,12775222,gamm/pool/719,200047794939454411602
4707738,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,678,uosmo,8453557,gamm/pool/678,938827497633197284
4707738,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1g659w4l93h7f6ljmcn95m0ygxzq4nq4vfx03qc,611,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,20708149,gamm/pool/611,451885823274868884
4707740,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qgk9huqtrx2u7ry8rwuu6lrs0hn52swjkdk9k0,712,uosmo,36621190,gamm/pool/712,2482814284994146019
4707743,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10ka033a6vx803h7hd4mfe3l8ky0txwcqyunzdj,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,150000000,gamm/pool/690,44004079408286612130
4707744,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1zgsxtfxs64cr8stvx804mmphksvfvr5vcxrh8z,712,uosmo,22815,gamm/pool/712,1546790208012305
4707744,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ncesahjuytjel7ffpkk2dnhg30ufpaptrn0nwz,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,45963019,gamm/pool/641,38775746016849836452
4707745,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1p9cwep024hq2r99ek6tukfs7l7kw2spcx4c54v,573,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,120421,gamm/pool/573,28695000935536
4707748,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,46,gamm/pool/625,181290341581214
4707748,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fv0sg786x94w9xsg0vna3rlyer2mg9eclgvmwe,497,uosmo,1484703,gamm/pool/497,245314290399045922
4707748,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15flzcfay5ufww8q079s9wnztwhyy5vt0w9nyph,712,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3548,gamm/pool/712,64312470900235721
4707748,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1496xl6gq5305rs7p8e99n3sw5v0mj54drhdaje,712,uosmo,14100000,gamm/pool/712,955932674295638062
4707749,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,573,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,2434697,gamm/pool/573,580161456033419
4707753,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,648,uosmo,10000000,gamm/pool/648,8583499586859614063508
4707755,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12cc9yqhtm068u6qf398y0r4w3uz9x6xpnv6rrc,712,uosmo,4255025,gamm/pool/712,288457916379995070
4707755,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mnt20tcsvw39d9ppyf73zc9uyrk5u3lzdq6vtj,678,uosmo,800000,gamm/pool/678,88836465698830680
4707758,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1x0s0lr0z26d9lltwzdeds9tm7hzcc89rlxpkwa,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,315539,gamm/pool/10,1115848754477457268576
4707758,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,6014029,gamm/pool/641,5073643308637655799
4707758,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ljhahzkxk9gytcduh8xftwhhz2v2vs9a35wccf,629,uosmo,6100131,gamm/pool/629,4494715517515438
4707760,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jxvjrmrjvt5w4e4taj67m0hygwnyx6yedd0lmu,678,uosmo,11800000,gamm/pool/678,1310337037248849366
4707761,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pnyrx2jjksuuuzu03rr2hwkz5r7ecuuagr3pvh,712,uosmo,410584,gamm/pool/712,27834424830221017
4707765,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cx303wqadjgmc7k0q7k42thfvd99twtn277hu6,712,uosmo,293890,gamm/pool/712,19923471894003105
4707766,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,722,uosmo,22000000,gamm/pool/722,55574155498291749179
4707766,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,716,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7,203408,gamm/pool/716,10809500091976790
4707767,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,578,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,4749026,gamm/pool/578,3931573129297473
4707769,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,22806928,gamm/pool/604,55448424923502
4707769,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10gudcdk7lf6e3ghv6y7usz4hvj6jzjj97mzg8z,9,uosmo,358487,gamm/pool/9,134252918816404485853
4707770,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1emtw0zhgtusgm04sevcw7gp3xa4yunmu5z58l8,674,uosmo,2096375,gamm/pool/674,374097225538375975
4707772,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rzspvy7da43594lvfvkk0qpr6c2zhu6ntkxzjx,674,uosmo,164706,gamm/pool/674,29391708479833239
4707772,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gu5uujw4pen2e2jc7n824h50l09lhu7qej463j,712,uosmo,242033,gamm/pool/712,16408176801218946
4707773,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wxzs2sxee0e9rzqgl4dz988yegaketd7cgjrs8,704,uosmo,277000000,gamm/pool/704,11345906438850622031
4707774,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fkz23xyt66vly78hunk4uutk9wv4k0yelg200r,712,uosmo,17872174,gamm/pool/712,1211609523866580615
4707774,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cadcnvunlf8rsmlm7g5752yczm0t8slyzy5h5q,712,uosmo,4000000,gamm/pool/712,271171936390960485
4707775,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1frxar47ceyvynpkd9fwej67xfrd54xkz8z9xy9,674,uosmo,18269131,gamm/pool/674,3260111515608271103
4707777,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,142291,gamm/pool/719,2228130499750264192
4707778,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dxfr4zrgk90tkpshsfrkygsm7gy6w3r9puzn3s,9,uosmo,15000000,gamm/pool/9,5617468695707036373126
4707783,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1re25wp69sw35w20ylv09h4yuy90dty56pvwjqy,674,uosmo,17907015,gamm/pool/674,3195480128082182808
4707786,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,712,uosmo,353648,gamm/pool/712,23974858998785744
4707786,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,2623705014,gamm/pool/605,237304840912730832019
4707786,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,712,uosmo,20322274,gamm/pool/712,1377706304597111155
4707788,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,704,uosmo,3500000,gamm/pool/704,143357976309354490
4707789,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16lcqcwx428wyuprfgq7e97rx8dyz9wuv5agyul,674,uosmo,10063924,gamm/pool/674,1793590724718161676
4707790,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,722,uosmo,1202108,gamm/pool/722,3042577944747948001
4707792,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1awlntjfrmlq07kwr5ukwfvez46gagts9mwgyzs,722,uosmo,797875,gamm/pool/722,2019367706521111121
4707793,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,653,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,2,gamm/pool/653,46859544109817
4707793,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,1595498464016526819,gamm/pool/648,254414706477040610994
4707794,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19ddwzmym7868flhk7099ej2esr6cszt22y3jkx,722,uosmo,86636502,gamm/pool/722,219159306743528218598
4707795,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,91729,gamm/pool/601,617351331795692
4707796,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,943938895860602554,gamm/pool/648,150518334252145581748
4707797,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,1,uosmo,700000,gamm/pool/1,3302886267785083075
4707799,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,653,uosmo,109,gamm/pool/653,411238583305325
4707801,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,4636795,gamm/pool/604,11273192402912
4707802,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1frgal8kdxlaarr2kaaf8mne9w9mcr2d4xtrzlx,674,uosmo,12551003,gamm/pool/674,2236832152500082782
4707803,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,1819569,gamm/pool/619,51503342462808458
4707804,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,1130600,gamm/pool/619,32001903520521178
4707805,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rtx870f8qdxdtl4cr20gm4c49c8y3x0qjsnw8y,641,uosmo,4123877,gamm/pool/641,129802458413147563426
4707806,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1s30mdcgw8j69draanzpn7dfjnnpavna5wvl3s3,712,uosmo,2674516,gamm/pool/712,181312470761165437
4707808,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,1210480,gamm/pool/3,18581582654367856988
4707809,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jx58yyg3wjrhjkaa9r94765ge847lepu9zndyu,712,uosmo,108689,gamm/pool/712,7368311872280105
4707809,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lm0ytcn8u8hgygyny8xx4usdzaret0ls34apny,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,1092000000,gamm/pool/605,98771515134686768737
4707811,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gpczjcds2s4xhn8q2ypaqnpqr9gqv2sjqlzgdy,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,226414,gamm/pool/625,892319064072192260
4707813,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,707164409,gamm/pool/605,63963089101289854953
4707815,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13yvmz3dc8ugp9afd7l888glfzw5yy6zkr873py,678,uosmo,10218946,gamm/pool/678,1134289011670706665
4707815,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kl8gxthgqxacgmzqd8dtunfdpm72hznqqjr6dx,1,uosmo,393806,gamm/pool/1,1858149359485880115
4707816,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10szx4rjj949na2ajsyfclzmje44pwqd3v7k0c0,1,uosmo,510263902,gamm/pool/1,2407634291682045780463
4707817,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,880762,gamm/pool/625,3471166525150325753
4707818,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,33,gamm/pool/641,27831631255424
4707819,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sx9nk9932s6q30anqj4qhcq88upnewde2xph2k,712,uosmo,6000000,gamm/pool/712,406755567104118852
4707820,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1t8cdk3gx6nrq0tn7r5e55ry9mdmgcm4vst0cj7,704,uosmo,33358550,gamm/pool/704,1366343399406543758
4707820,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hmy8d9sap9u24k4nq0a66x404fsg5w07pdx2v4,674,uosmo,12527,gamm/pool/674,2232550751333641
4707822,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3561773,gamm/pool/604,8659509480342
4707825,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gspn4gr8h7ewh4t83rflwr0z0qg2kw0y3dke0n,497,uosmo,242193,gamm/pool/497,40018173399774720
4707825,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jqm04jm7mm7nmdacnraf353dqgcrf3qew2zsfa,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,11988477,gamm/pool/604,29146811599744
4707826,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yl6x3ckp6jd55d4944gu7wup3aqa6axa7s4qar,1,uosmo,9000000,gamm/pool/1,42465551856404084075
