block,sender,msg_type,pool_id,denom_1,original_amount_1,adjusted_amount_1,denom_2,original_amount_2,adjusted_amount_2,relative_extra_percent
4710687,osmo1wcmq5uc676lzleph9j68vwc28u33plw5grs69l,/osmosis.gamm.v1beta1.MsgExitPool,627,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,84566068,1,uosmo,36419332,1,8.011693929950363e-09
4710714,osmo1cxyl02m4r5jqs78qjagpujqqvx5ykflfvyqz5r,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,48506964,6546,uosmo,157008522,21188,0.00013494541696505645
4710726,osmo1kvh8vw857jkj7quzauq7a87g2gst4h9dccyql7,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,81365607,2225313,uosmo,6924319,189377,0.027349543524444134
4710728,osmo1rjn0rnxjhd7hvacvwk8gu65sgwfnph7sl28ptv,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,357440266,19497,uosmo,2815651338,153583,5.454595129421812e-05
4710817,osmo1w83rmdhrqudkj5qgs0c8lea6ypacp55360j77e,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6083090,14,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,14836670,33,2.2106881467210896e-06
4710874,osmo1fkhgf745spwsjxt3j3vd59pwhrt3cank30e3l9,/osmosis.gamm.v1beta1.MsgExitPool,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,140287656367244971,146550628911801,uosmo,219909032,229727,0.0010446437891025878
4710966,osmo1wu2rp75wqnh82wu3peh9ftqv36e030vj8lfq9d,/osmosis.gamm.v1beta1.MsgExitPool,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,960126009,732366,uosmo,1457376,1112,0.0007627804503430839
4710966,osmo1u4ejhe4ak6gdx3ecl24vslc79wyu9zw98jqdf5,/osmosis.gamm.v1beta1.MsgExitPool,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,317510708,195407,uosmo,8261276,5085,0.0006154322374957469
4710971,osmo1u4ejhe4ak6gdx3ecl24vslc79wyu9zw98jqdf5,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,861837278,753,uosmo,6769459,6,8.728450769058729e-07
4710995,osmo1ayr66pd4strevwduwc4dprdzn4dr4a6g6huylq,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,454638,12435,uosmo,38713,1059,0.027349543524444134
4711060,osmo19lzth5nagypjt879rf2spz3canv390ytzs98z7,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,19499500278,17021,uosmo,152439538,134,8.728450769058729e-07
4711061,osmo1l33nmyxr5tkwc6hmp259zgk5c58j2zyjj8xn73,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,236157540,26118,uosmo,201770806,22315,0.00011059246321316614
4711080,osmo1dnc4p8lt26nsm0ff57gr74mxlmkh4w5thkkaf5,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,17701589508109061343,5993805102993922,uosmo,15097134,5112,0.0003386026492280917
4711087,osmo1ea6yv55jzerkeqqz9c36t6wyklh8qpqs0da0n6,/osmosis.gamm.v1beta1.MsgExitPool,712,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,40880,721,uosmo,10838536,191032,0.01762524051678997
4711151,osmo1m4v7zwadpadahzqfszz3kflg55f7ap2l6sz3e6,/osmosis.gamm.v1beta1.MsgExitPool,482,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,72303585,30542,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,662915083,280018,0.00042240273940068965
4711167,osmo1v5gwad9wxv6vpvj4048x9r6awgmakw2ch4jx50,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,89911432,5235,uosmo,712316671,41474,5.822326369109232e-05
4711344,osmo1kc3w9t405yz26s968sks9ny3l4rlke4kksav5h,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2160881,6,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,5299462,13,2.364305878744137e-06
4711389,osmo1m4lknc9fmeduypt78fj7adyseauxz2qwyzuder,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,98854128,87,uosmo,772389,1,8.728450769058729e-07
4711409,osmo1hdqytyujf0fshlapudv7j6fp4ewtge6ckvczjm,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,77580630,10503,uosmo,250730173,33944,0.00013537901871111765
4711413,osmo1hdqytyujf0fshlapudv7j6fp4ewtge6ckvczjm,/osmosis.gamm.v1beta1.MsgExitPool,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,2008378615,468607,uosmo,21793774,5086,0.00023332597205260425
4711450,osmo1vemmttg4c0lsqwsdhrjc24ktaahfnh9h0ckjs4,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5479078,13,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,13428006,32,2.364305878744137e-06
4711547,osmo1v4eun5x95rnsa70wz6m3lhyrwz4y49jf0stpev,/osmosis.gamm.v1beta1.MsgExitPool,631,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,87225,86,uosmo,1204124,1175,0.0009754394543285109
4711559,osmo1hykm6nc7mkz6kn8j0sfkkjgcjgn8mytk4xaa0k,/osmosis.gamm.v1beta1.MsgExitPool,481,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,89593180,230,uosmo,77954129,200,2.5595217102959126e-06
4711560,osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5616434,355,uosmo,44334274,2798,6.310069730452646e-05
4711562,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,574,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3580725,1,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,1943496775,147,7.539798361868172e-08
4711569,osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,/osmosis.gamm.v1beta1.MsgExitPool,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,226925183456,173094094,uosmo,346499902,264304,0.0007627804503430839
4711569,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,574,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1790362,1,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,971748387,74,7.539798361868172e-08
4711575,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,600,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,26711836,1199,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,713566495,32014,4.486369884505785e-05
4711579,osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,/osmosis.gamm.v1beta1.MsgExitPool,584,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,104119793,3582,uosmo,116498376,4008,3.440197080007147e-05
4711580,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1369754,41,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,263978971856,7741933,2.932783703510334e-05
4711586,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,89315839832433563921,73097094701074464,uosmo,16600550,13587,0.0008184113236600892
4711586,osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5616323,355,uosmo,44335161,2798,6.310069730452646e-05
4711590,osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,/osmosis.gamm.v1beta1.MsgExitPool,585,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,139899181,1105,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,19798393,157,7.897434962297534e-06
4711593,osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,/osmosis.gamm.v1beta1.MsgExitPool,15,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,52833847,2153,uosmo,62645247,2553,4.07374415225235e-05
4711624,osmo19pa99uc974p5055sqezy2uk3prstwvrpu92upg,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,6483159216,5659,uosmo,50584467,45,8.728450769058729e-07
4711702,osmo1t4p2cm5pxy0d7cjvlktxtgmntf8wyfu3sfyp5v,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,64945,5,uosmo,512928,33,6.412396766965247e-05
4711728,osmo1pm20hdsf455uuxkqsyml8x630lte7jhew4uvct,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,32016632,876065,uosmo,2698246,73832,0.02736278709846059
4711738,osmo1yh0zg7uy6sadnnh3357p87azgve72x4djsj9f4,/osmosis.gamm.v1beta1.MsgExitPool,597,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,567893,31,uosmo,11321,1,5.31797839400017e-05
4711765,osmo1vdheth60w3xcd3pdn9pcnqp6sutg49yud20uvq,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,558367654,488,uosmo,4361403,4,8.728450769058729e-07
4711785,osmo15z2r3y9e75gzjpad3tj66y6vngxqz5zpl0ar8q,/osmosis.gamm.v1beta1.MsgExitPool,606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3562214,105,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,686549738771,20135019,2.932783703510334e-05
4711803,osmo1fgsjcrrrpp260h72402nz6n46wt5kv5kj4v0hf,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,238160362,208,uosmo,1862030,2,8.728450769058729e-07
4711824,osmo1hrlrcz4etjdftqrx2ramrxldrf5gpg9nqjd0ur,/osmosis.gamm.v1beta1.MsgExitPool,10,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1202035,1,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,6235558876,408,6.539555031697474e-08
4711831,osmo1qz02x57fyjdzs5emzx4mvvgx8vpgv7ft9apak4,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,414573744,71750,uosmo,354262914,61312,0.0001730688928829168
4711835,osmo1qz02x57fyjdzs5emzx4mvvgx8vpgv7ft9apak4,/osmosis.gamm.v1beta1.MsgExitPool,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,490914445095531003693,168581658130527200,uosmo,419285308,143984,0.0003434033359880489
4711847,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,/osmosis.gamm.v1beta1.MsgExitPool,481,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,62181590,160,uosmo,53970995,139,2.5595217102959126e-06
4711870,osmo13shd9qcuycllwwfplzy5sagvjw3dn5vkchma9h,/osmosis.gamm.v1beta1.MsgExitPool,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,34862830,2337,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,9750266064,653455,6.701914938424342e-05
4711883,osmo1dmkgxmm6290z59w657uasr2pmecmwzn32tv8gu,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3178,1,uosmo,25108,2,7.136018675659857e-05
4711894,osmo1m2wjpcc9lvspndvuwnk3d9zml9s76v7vd679qz,/osmosis.gamm.v1beta1.MsgExitPool,712,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,165622,2930,uosmo,44119665,780376,0.017687711140566553
4711937,osmo1yuycef80txefx4fu4gc7kwzvql0ckuyhy2zrf3,/osmosis.gamm.v1beta1.MsgExitPool,498,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,18930463,45,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,46219908,110,2.364305878744137e-06
4711958,osmo143umh8dt7nyvd7z4dhyehzpmm7c82rpcy7969z,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1358502973,1186,uosmo,10616693,10,8.728450769058729e-07
4711959,osmo18ve637mup6d3z80qxf0n3d27rvedyxffn04qjq,/osmosis.gamm.v1beta1.MsgExitPool,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,1125846965360879676572,278998969129104032,uosmo,9484467,2351,0.00024781251601071157
4711959,osmo1y8wgseujtad9q30qslztj7ue75pq8a8ky5ec83,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1069475015,934,uosmo,8357941,8,8.728450769058729e-07
4711972,osmo134ea3yazv5rfr7ydtdq5czxw0sl4aa2ufrgwyf,/osmosis.gamm.v1beta1.MsgExitPool,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,5236531287265393961203,1297677993466047488,uosmo,44114096,10933,0.00024781251601071157
4711986,osmo1wh0ch7eefffw9p8v6ct39esn9cc9vaew9evj4n,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,999017,73,uosmo,7892241,571,7.22627210236574e-05
4712010,osmo1c7c8un9v8th406gv6x40nna45pc3gn40gr0dre,/osmosis.gamm.v1beta1.MsgExitPool,669,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,112488178,55378,uosmo,7468842,3677,0.0004922988134645268
4712021,osmo1v8h2dtx2n525h75fueljyk6qu2q79ktmck37a0,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,567672871,496,uosmo,4421725,4,8.728450769058729e-07
4712024,osmo16vrdu9dkrcvmanl2tpgx0uaqzc5gu6y3x96tru,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2150125,158,uosmo,16984833,1241,7.302015388777576e-05
4712039,osmo15ez8twgazsgytavyyffzrwafujng0yczvsmedk,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1074875,79,uosmo,8490878,621,7.302015388777576e-05
4712043,osmo15ez8twgazsgytavyyffzrwafujng0yczvsmedk,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1074874,79,uosmo,8490881,621,7.302015388777576e-05
4712048,osmo15ez8twgazsgytavyyffzrwafujng0yczvsmedk,/osmosis.gamm.v1beta1.MsgExitPool,585,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,56848827,1758,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8048867,249,3.091714491236759e-05
4712058,osmo192n69zgxvue8kjmqa5zaa5rdkysfkzwqluyre2,/osmosis.gamm.v1beta1.MsgExitPool,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3253825600798209247,3541080288861498,uosmo,5048458701,5494148,0.0010882821402575541
4712065,osmo1yhargpw9m83g539dkxt47d54u4pcfdkd45fzwu,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2124948,156,uosmo,16779795,1226,7.302015388777576e-05
4712076,osmo1rncs8nl5hn5dxsclqapugt07saapxst8uspg56,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2124912,157,uosmo,16777343,1236,7.362761959252227e-05
4712079,osmo1wzxl30tcjcn5783jp2vce6e52cv4ry0zp3fzyz,/osmosis.gamm.v1beta1.MsgExitPool,573,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,284933141,7220,uosmo,4140917,105,2.5338937027968086e-05
4712085,osmo1kd8jmvgr38v88se9tv3845z4s0xrx53p5vmr0l,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2117526,156,uosmo,16709313,1231,7.362761959252227e-05
4712096,osmo1ygph68pmxwupwjpddhmav33qnrmvze4sfqk2aq,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2526391,187,uosmo,19931124,1468,7.362761959252227e-05
4712102,osmo1wkr4f2w6dyv7u608a8zecdvuj39h266py9nsvn,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2112900,156,uosmo,16665253,1228,7.362761959252227e-05
4712164,osmo10nd7malh7x22gjat32cl2qqdc82jk9m0h25kpz,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1640609367,1432,uosmo,12784890,12,8.728450769058729e-07
4712185,osmo1k3zhx2vn7s24wnf2456frnc7wcrjnw7wtta6y0,/osmosis.gamm.v1beta1.MsgExitPool,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,18929209920097293,21509494970574,uosmo,29417331,33428,0.0011363123480254975
4712222,osmo1kwsx8mwpp8r580xdxv26u6rqtz8kgtgrgcfgaf,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,277753111,21100,uosmo,7856974,597,7.596413928606835e-05
4712228,osmo1r9yetwqdfqcrky4yd07rwrkhumkphdqzywvp0e,/osmosis.gamm.v1beta1.MsgExitPool,497,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,52630991,7657,uosmo,169903009,24717,0.00014547287346343413
4712236,osmo1ucnayk6wfhhhuy4n392av40sj8getfvq9ssp3h,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,17381955,3249,uosmo,14956330,2796,0.00018691197467413556
4712265,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1701913,127,uosmo,13507979,1002,7.41477096660528e-05
4712271,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,/osmosis.gamm.v1beta1.MsgExitPool,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,413655269,31423,uosmo,11697610,889,7.596413928606835e-05
4712274,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,/osmosis.gamm.v1beta1.MsgExitPool,611,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1852627,198,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,519122894,55472,0.00010685599667711317
4712277,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,/osmosis.gamm.v1beta1.MsgExitPool,627,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,20088515,1,uosmo,8649247,1,8.011693929950363e-09
4712280,osmo1qx46s5gen6c88yaauh9jfttmfgdxnxxsckx0ce,/osmosis.gamm.v1beta1.MsgExitPool,619,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,184282458,4633,uosmo,3372804,85,2.5137278036412256e-05
4712284,osmo15nrqqp9gcyvhpqxzd73awz4ad2qmt3qky20896,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,276093907,241,uosmo,2151390,2,8.728450769058729e-07
4712297,osmo1qyt7gwfxp0eh7k5cvmhj8ud8stlxnx6gmxtqe9,/osmosis.gamm.v1beta1.MsgExitPool,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,43728829269895679,274239561869090,uosmo,68208480,427761,0.006271367572556632
4712299,osmo1402fqvp93tk5lwysg26gxmqqvkfqkjnrqe92vu,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,9805862965,8559,uosmo,76437704,67,8.728450769058729e-07
4712345,osmo10g3hzsme335q8r2g3p4y3x7s2pv587fwmpmsk7,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,45050603,1232721,uosmo,3790128,103710,0.027363016279044028
4712358,osmo1nmlt2tkcsp46m305euparp8z04w3cz2kscejvd,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2066770,154,uosmo,16439510,1219,7.41477096660528e-05
4712392,osmo1575dcet8r0pnz34f3c7dr97l2j8rl08vratfm6,/osmosis.gamm.v1beta1.MsgExitPool,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,117443,3214,uosmo,9880,271,0.027363016279044028
4712419,osmo1ucnayk6wfhhhuy4n392av40sj8getfvq9ssp3h,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,17214971,3386,uosmo,14800843,2911,0.00019663251620495093
4712424,osmo1ucnayk6wfhhhuy4n392av40sj8getfvq9ssp3h,/osmosis.gamm.v1beta1.MsgExitPool,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,173825,35,uosmo,149557,30,0.00019663251620495093
4712486,osmo1c3xhz65yh5qj78rp5tprkckdga263wfl7mmgp7,/osmosis.gamm.v1beta1.MsgExitPool,560,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,1969729633,1720,uosmo,15349634,14,8.728450769058729e-07
4712498,osmo1c3xhz65yh5qj78rp5tprkckdga263wfl7mmgp7,/osmosis.gamm.v1beta1.MsgExitPool,574,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7896810,1,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4318989871,326,7.539798361868172e-08
4712500,osmo1c3xhz65yh5qj78rp5tprkckdga263wfl7mmgp7,/osmosis.gamm.v1beta1.MsgExitPool,574,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2632270,1,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,1439663290,109,7.539798361868172e-08
4712543,osmo1g40gzgswcl7shzm8nr8k283ue07x9ut43xlnhy,/osmosis.gamm.v1beta1.MsgExitPool,1,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,68067338,800348,uosmo,550861803,6477128,0.011758171307346939
4712598,osmo1q8v5vutp5x6jej33qfdjqd5xjmls65r93yzxw9,/osmosis.gamm.v1beta1.MsgExitPool,669,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,360693618,177570,uosmo,23943411,11788,0.0004922988134645268
