block,sender,pool_id,msg_type,original_shares,new_total_shares,denom_1,pool_original_amount_1,pool_adjustment_amount_1,denom_2,pool_original_amount_2,pool_adjustment_amount_2
4707360,osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,643,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,13526952074470788678934,13526953620259315633892,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16117850881,16117850881,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4662799041915,4662800109196
4707362,osmo1d6nu6ysmzq0826k5zpd4jr0qutt6yz2yk94j7e,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844946682068208239202634,844946921237480862093827,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2643297996344960281720077,2643297996344960281720077,uosmo,2376288062425,2376289408286
4707364,osmo1m8fseyyr53jukpmpp4d9h9nva5mhqtg7dnnn67,577,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1912168243703996716269,1912168247572349027781,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,5496634644118,5496634666391,uosmo,388213340522,388213340522
4707369,osmo1lj72jml6hw635cek9hep62u3hvfwng9e2e3r09,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834423855618230660718216904,834426002195221353581552522,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609203787901814,4609203787901814,uosmo,188008499357,188009467640
4707371,osmo12slw9q65ce2q9dda70r8wejqlv882d38c3y0uf,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737750161027150459312909,1737750186275173351406118,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184399250967655524579717,184399250967655524579717,uosmo,343635809803,343635819803
4707378,osmo1lj72jml6hw635cek9hep62u3hvfwng9e2e3r09,613,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22644603442861963168020,22644830566207588281310,ibc/E7B35499CFBEB0FF5778127ABA4FB2C4B79A6B8D3D831D4379C4048C238796BD,690266429691,690280290242,uosmo,22842072934,22842072934
4707383,osmo1wnc5emxmftn2kzrjpftu8eyraffc5cwftgp65n,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2968240153883590130108275,2968240264628575519347144,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14941922663127,14941922663127,uosmo,13395629906062,13395630906062
4707383,osmo1me3hg2l74zn5ag9y879u7re4cp4dxea9h5d45s,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15567056936291232979275557,15567057188163836574026542,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,695183797894,695183813977,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,399267398632,399267398632
4707388,osmo1me3hg2l74zn5ag9y879u7re4cp4dxea9h5d45s,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15567057188163836574026542,15567290627126942602310778,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,695183813977,695183813977,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,399267398632,399287398632
4707393,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592572087647036159841479,592579895352353553387245,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16317040004,16317040004,uosmo,4381909357915,4382024790134
4707398,osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737740774632331131689633,1737740872268844054949946,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184449035501742940855376,184449056249245400900766,uosmo,343543979304,343543979304
4707406,osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44198269329903358636206,44198269333391078897264,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3289917701866,3289917702386,uosmo,939547503633,939547503633
4707411,osmo1gwjtn7xggta9k4s6e8allyds0s3syex3ejdaaj,690,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1250496926186139885200942,1250496926215485818024970,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2128483067812,2128483067912,uosmo,160741008176,160741008176
4707411,osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,3,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,105672231653935548117253308,105672231655331282169739846,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3441399411010,3441399411101,uosmo,1055881897992,1055881897992
4707411,osmo17qtse2d46vxg0p0q7pdnxzfd3vq56z4tc0h2n6,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392588175153421856098596895,392588175153464373791034630,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5331392666066,5331392666066,uosmo,41503123302478,41503123302487
4707414,osmo1fk20tn8gql39xwkhhe3n8l5udxjwfz20amc9jv,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2968239994653773596734318,2968412095621669713934426,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14942520177327,14942520177327,uosmo,13395101196735,13396655196735
4707441,osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592574652923985325718011,592574830901586804834491,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16316824381,16316824381,uosmo,4382082813849,4382085445170
4707443,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15567056936291232979275557,15567864775130270047243535,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,695183813977,695235398058,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,399267461054,399267461054
4707445,osmo1kw6ktgk0lc9z28yrqgshmlksm8cauemwtl98gl,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592566798197784871092943,592567136386850345172948,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16316757857,16316757857,uosmo,4382103346936,4382108346936
4707453,osmo1treczrfhsjdvlfvcgldt7d94wj4vhk3r228f2v,716,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,584543697029909529431,584548831941108029327,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,188534313561029855623723,188534313561029855623723,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7,5498861035,5498957693
4707453,osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834426002195221353581552522,834426375780004453186043368,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609201592058720,4609205723405561,uosmo,188009557388,188009557388
4707456,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,585,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,217569425312376141777474,217585905325647004898374,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,619940621275,620034621275,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,90529683066,90529683066
4707458,osmo1s54f0mcw0naj4gjpw4h3sg0cte9q0933j08ks4,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2968392192629004356426958,2968493813722187940855480,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14936547545339,14936547545339,uosmo,13402019159030,13402937159030
4707459,osmo19fttjs5fm7lcftvrfphnptvnkyu8ru4vl0p2r8,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611978938407012319471,611984291106146137938,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,53358888256647893542475101,53358888256647893542475101,uosmo,412650382541,412657611944
4707462,osmo1me3hg2l74zn5ag9y879u7re4cp4dxea9h5d45s,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2968493813722187940855480,2968493857135863927234989,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14936547545339,14936547982917,uosmo,13402937159030,13402937159030
4707463,osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348562656278096425623,348562676595880247391,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71578588695754,71578597053080,uosmo,2008494587111,2008494587111
4707463,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,584,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,167560055440791184256477,167562035635774333789197,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,1439858285189,1439892285189,uosmo,1635461797670,1635461797670
4707463,osmo1kw6ktgk0lc9z28yrqgshmlksm8cauemwtl98gl,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592567136386850345172948,592567542218991052020936,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16316759696,16316759696,uosmo,4382107854034,4382113854034
4707468,osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10572137813756404121613,10572137813757665335365,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1307010617326061,1307010617326373,uosmo,11395485118,11395485118
4707468,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,585,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,217585905325647004898374,217597475360918724495310,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,620050121275,620116121275,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,90527423869,90527423869
4707469,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,3,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,105672231655331282169739846,105672246507977630190202988,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3441336179134,3441337147489,uosmo,1055901337909,1055901337909
4707475,osmo13mge79znmgpd0pw2flxdmjclnpztfz8s5c683h,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392587817723211878682490003,392587841345746390798947580,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5331738215229,5331738215229,uosmo,41500399934779,41500404934779
4707477,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,9,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1352038203264779835929779122,1352038385254400332495058061,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1155157084448451,1155157395723778,uosmo,1806631902042,1806631902042
4707485,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44198269333391078897264,44198269948193894227899,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3290070794917,3290070886585,uosmo,939507958534,939507958534
4707493,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,690,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1250495165461816780819824,1250495887778487758307097,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2128859067812,2128861529630,uosmo,160712674813,160712674813
4707493,osmo174t89zdyqgj8wy4pd5g6u2hyngn36az37733jt,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22137856250062006275237533,22137857530320793017289983,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13102935586231,13102937103229,uosmo,351523101263,351523101263
4707503,osmo16sktkgs03rx60acfxlf7wknykmqjzmf5hfmtd9,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592567542218991052020936,592573588980864344285468,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16321994327,16322327308,uosmo,4380713105509,4380713105509
4707506,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329271819297117461641542,329271851097350022826587,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5813215064333,5813216188308,uosmo,105727068691,105727068691
4707507,osmo1hxyvd58453qyyammn728dfp62mzlndfurps3ck,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737642096932566245584247,1737697591744534172678987,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184141315689779966014278,184141315689779966014278,uosmo,344122649393,344144649393
4707508,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834426375780004453186043368,834453951731584434921051169,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609228826462050,4609533786151936,uosmo,188008617028,188008617028
4707513,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834453951731584434921051169,834481441727744269336940742,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609534149220241,4609534149220241,uosmo,188008602250,188021002250
4707517,osmo174t89zdyqgj8wy4pd5g6u2hyngn36az37733jt,606,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,378067903920373762752829486,378067980235831280283201045,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16893438353,16893438353,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3215188091351771,3215189391309970
4707519,osmo1jgyg82qf7td99qu3gr2wqm59gtwfal6les9q4q,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592573588980864344285468,592574603884912583417370,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16322176554,16322176554,uosmo,4380753647841,4380768647841
4707519,osmo19kcyp8e05qtz68hj5c39nqehgj8k7lyvdpph02,497,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1402472405661974571547729,1402472405711548435968316,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1341432342546,1341432342546,uosmo,4237224958082,4237224958382
4707521,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348562676595880247391,348562686096825978036,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71574500876879,71574504784624,uosmo,2008609912457,2008609912457
4707524,osmo19kcyp8e05qtz68hj5c39nqehgj8k7lyvdpph02,9,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1352028045073061188016305483,1352028045110477275414503818,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1156175129112078,1156175129112078,uosmo,1805044776126,1805044776226
4707525,osmo1c287zjexmmgsxg9rdqjdaq59k07vty3weaqnsh,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,446462581259475758211613,446462674325671026874315,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3418165371737223797249,3418165371737223797249,uosmo,5447051319248,5447053592968
4707528,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834481441727744269336940742,834481517568344554597537271,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609534149220241,4609534987920241,uosmo,188021002250,188021002250
4707529,osmo174t89zdyqgj8wy4pd5g6u2hyngn36az37733jt,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592551240199497898269075,592551497330168387497033,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16322176554,16322176554,uosmo,4380768647841,4380772448016
4707539,osmo17d6eypvgf9p8cqfvfdpm5wldjlglvhz89ext68,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592541497330168387497033,592543865517926746600163,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16321854573,16321854573,uosmo,4380711029746,4380746029746
4707542,osmo1wq0gn3nvucx3mwspg8jgt67mh4lju5a5q7d7fl,9,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1352028045110477275414503818,1352407906399085020404623835,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1156175129112078,1156825503253478,uosmo,1805044776226,1805044776226
4707544,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22137830865370079298552500,22139429730173392558746092,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13102950412684,13104844999880,uosmo,351522744915,351522744915
4707549,osmo1ec2n066vacf203m9078prdjwk6lurl48z77q67,606,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,378067980235831280283201045,378069107667308564180591794,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16893436608,16893436608,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3215189724499188,3215208929209824
4707549,osmo174t89zdyqgj8wy4pd5g6u2hyngn36az37733jt,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611984291106146137938,611985176323140540500,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,53222279714708168237105565,53222433914708168237105565,uosmo,413720168903,413720168903
4707550,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22139429730173392558746092,22140272131361718280233166,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13104866723327,13104866723327,uosmo,351522163334,351548940667
4707558,osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611985176323140540500,611986287591357363615,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,53201081220054879520549217,53201274720054879520549217,uosmo,413886718594,413886718594
4707567,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,716,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,584548831941108029327,584548840675306522886,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,188598797810344636101809,188598803449166577529337,ibc/AA1C80225BCA7B32ED1FC6ABF8B8E899BEB48ECDB4B417FD69873C6D715F97E7,5497079412,5497079412
4707568,osmo1sx2qexffa63d6hda8zt6zfx7gm0hvdkfwq83fe,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844946921246471352325496,844949209836239788697603,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2643410990245657333023566,2643410990245657333023566,uosmo,2376188334201,2376201196529
4707569,osmo1n2gwr7w3hrnl9wznypspyj93er6vs86e9fg7uj,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392587835750525677072077537,392587835941797095603031275,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5331543344543,5331543344543,uosmo,41501952551709,41501952592206
4707569,osmo1wh44dywkzrmdxysxs83l4lzagd2rq9w69082qy,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44197860092961546383095,44197862406863648897079,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3288144505422,3288144850223,uosmo,940060031999,940060031999
4707579,osmo1wh44dywkzrmdxysxs83l4lzagd2rq9w69082qy,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834454001371472832379285633,834454047008585318707057732,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609139635579089,4609140140240551,uosmo,188024749527,188024749527
4707580,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10572137813757665335365,10572149358069817048137,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1306889999167946,1306892854730738,uosmo,11396538477,11396538477
4707580,osmo1dpxsw03kvdndml7ft9t5sfqfcr8jw2w6a0f09n,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834454047008585318707057732,834454322326145087591814889,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4609140140240551,4609143184740551,uosmo,188024749527,188024749527
4707585,osmo1c9cyawq49lzmcyvxhgc6l97x6a5gnq3m3ppac6,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592543009469478269595465,592544907516606865087921,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352122394,16352122394,uosmo,4372653648928,4372681648928
4707586,osmo1dpxsw03kvdndml7ft9t5sfqfcr8jw2w6a0f09n,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10572149358069817048137,10572179968258809733423,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1306892854730738,1306900426380738,uosmo,11396538477,11396538477
4707589,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,573,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2127654949009475012280,2127655219488664023463,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4460792793892,4460793929139,uosmo,64414071159,64414071159
4707592,osmo1dpxsw03kvdndml7ft9t5sfqfcr8jw2w6a0f09n,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611986287591357363615,611990253762702701215,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,53154002896757750208600320,53154692896757750208600320,uosmo,414255911272,414255911272
4707603,osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,625,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,66318050480526194687645374,66318053946836083180697914,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8404530710803,8404531590258,uosmo,91249726919,91249726919
4707607,osmo1teacm29ysv3qpku2hhyyqc7eppwrkkestypvl4,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844949209836239788697603,844954528811877842403809,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2643377566195864008960468,2643410990225864008960468,uosmo,2376231196529,2376231196529
4707612,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592544712058463705217381,592544712100627403018680,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352118692,16352118692,uosmo,4372682641117,4372682641739
4707614,osmo1ve5k4ul2fj42heup7ac7qvkhxzfzjrf6ep8ess,561,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1704136217161286694842294,1704209776807376373623845,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,577812785925428,577812785925428,uosmo,28921625657,28924125657
4707619,osmo1teacm29ysv3qpku2hhyyqc7eppwrkkestypvl4,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844954528811877842403809,844959864228101682816751,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2643353105118021795907910,2643386631939433409316513,uosmo,2376282992976,2376282992976
4707621,osmo1ve5k4ul2fj42heup7ac7qvkhxzfzjrf6ep8ess,497,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1402472405711548435968316,1402472818810860634626169,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1341381646317,1341381646317,uosmo,4237390786939,4237393286939
4707622,osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,592544712100627403018680,592544731586559724480548,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16352118692,16352118692,uosmo,4372682641739,4372682929196
4707622,osmo189cmht765327dcz8nahu2x5ffmr0mt70a6jkhs,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737648933633438252517508,1737665058082333059109137,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184664115379743008164416,184667545373743008164416,uosmo,343176427403,343176427403
4707629,osmo1zjvmzhmwgc33whmraf0matar8z97tc79tqm4tc,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392587829072993335192821834,392587834263813187289279387,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5330517267211,5330517267211,uosmo,41509971591575,41509972691598
4707646,osmo189cmht765327dcz8nahu2x5ffmr0mt70a6jkhs,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737662679492481924588776,1737671341594533740131023,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,184848116699532126663262,184849961039161503375113,uosmo,342841977292,342841977292
