block,sender,pool_id,msg_type,original_shares,new_total_shares,denom_1,pool_original_amount_1,pool_adjustment_amount_1,denom_2,pool_original_amount_2,pool_adjustment_amount_2
4711518,osmo1fq8an6g4haa9x5sftws3l7m3psp8dw8q3k4pj7,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,445935779684069493507637,445936455906347390785806,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3470771986329755742389,3470771986329755742389,uosmo,5362871522964,5362887818108
4711519,osmo1qlu3xeph3s4cy64xkkvl7msuqzqdek89ehhe04,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561903924519782232497818,561904304539125786975547,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16661796069,16661796069,uosmo,4440691563338,4440697063855
4711525,osmo1clxyls0urvyt5j8xafhw3vnmyymhdvsacz2jew,617,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2937438202960730136558,2937442580748457799412,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2139737301,2139737301,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,508567587383621,508569104639141
4711537,osmo1pt56q2e9eu8qelc8waarw4njej8dgr953kvw0t,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29414726786061451919359,29414877962650826796725,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,522170300844,522170300844,uosmo,318407595075,318410872829
4711538,osmo1clxyls0urvyt5j8xafhw3vnmyymhdvsacz2jew,719,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,15543244646426530831454357,15543246404319458256490068,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,688717608296,688717719235,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,408807040785,408807040785
4711541,osmo1qd52dky9k2qw3uqyl47cyf9mkfv6nwuywk8arg,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2970702459902438685147241,2970702754916731730803847,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14530958369847,14530958369847,uosmo,13776947035581,13776949645021
4711550,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392218147369940290612315683,392218147463785352875825148,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5372653694783,5372653694783,uosmo,41107484057996,41107484077996
4711558,osmo1g73tpvyelktd6maj8yjwmnqf9z4pu032auwys3,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561900846221407764567914,561903591705063416158874,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16661796069,16661796069,uosmo,4440697063855,4440736802738
4711562,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,3,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,105639346919196887839936954,105639347671755733523405154,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,3452859037681,3452859037681,uosmo,1052411486200,1052411501200
4711570,osmo1549asv6me7y8t8wv6ge24hde47xcyqrd8t0nnx,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561903591705063416158874,561903627495720820483173,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16661796069,16661796069,uosmo,4440736802738,4440737320783
4711582,osmo1g73tpvyelktd6maj8yjwmnqf9z4pu032auwys3,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561903627495720820483173,561904047452316352727271,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16657936151,16657936151,uosmo,4441767935845,4441774015883
4711593,osmo1rlytak09fthjuqcza782039327lr8vu44enydy,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611768522223214190351,611768966898490615598,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,51677827245335516486430919,51677827245335516486430919,uosmo,426030827927,426031447927
4711594,osmo1psp2fde26kczck3mwtdp085zazvsea8sgurm9j,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29414877962650826796725,29415179562657101461474,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,522167627938,522167627938,uosmo,318412507563,318419046825
4711618,osmo1s8elzc7pltmwf3xfcdph44c09dvq7gsjfqf95a,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737523823340135986015936,1737679344563186484249167,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,196660125094923203677424,196695125094923203677424,uosmo,324608237106,324608237106
4711623,osmo18qshayud7c233sc670nugc5w4wr7szex936qsm,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561904047452316352727271,561904551908363829915420,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16650379291,16650379291,uosmo,4443793160955,4443800467786
4711628,osmo1yy22ldc8h495hmlk258tkeslry6xlgpueuf3u2,648,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,293135097221601317856966352,293139935178134309624895937,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,918151575915957883097074,918151575915957883097074,uosmo,170613337014,170618974081
4711642,osmo18vydran96t6jy6sp0w2h35wg8p5a5990n9zxrs,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,844061024331633014198996,844061043451748048424219,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2675007130838330172058741,2675007253558115714815054,uosmo,2344345471202,2344345471202
4711652,osmo1vq52x8zc9n2cph2fmazn25tu0ecgwrcqtfenzw,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29415179562657101461474,29415481011560413550205,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,522167627938,522167627938,uosmo,318419046825,318425582878
4711654,osmo1whr7tunwajxl4mkr439htq42tum4p6yc4u39jj,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737662917029132785836721,1737744241814228250530198,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,196651104943663627220085,196669422575944202443547,uosmo,324681931419,324681931419
4711658,osmo1yh0zg7uy6sadnnh3357p87azgve72x4djsj9f4,662,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,10569440054372125452972,10569443220378656505824,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,1319096458648495,1319097258648495,uosmo,11297201082,11297201082
4711660,osmo10k0qxqh39fwk2khv49g0n673kfqwe778f09ffg,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561904551908363829915420,561904658844771136016542,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16650432787,16650432787,uosmo,4443786240141,4443787789065
4711669,osmo1wu2rp75wqnh82wu3peh9ftqv36e030vj8lfq9d,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1737744241814228250530198,1737749628467110515803704,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,197085136227562126247027,197085136227562126247027,uosmo,323998348737,324000348737
4711684,osmo1ak7fwazexwqj0ptsyrkxgz3ctquvjdlc8t538w,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561904658844771136016542,561930616999923960257894,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16650432787,16650432787,uosmo,4443787789065,4444163789065
4711696,osmo1yy22ldc8h495hmlk258tkeslry6xlgpueuf3u2,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329113258393382375546339,329113324475788907052063,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5768380103235,5768382421753,uosmo,106453156553,106453156553
4711707,osmo1yh0zg7uy6sadnnh3357p87azgve72x4djsj9f4,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,445935316246755210094184,445935316856536265747121,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3470726125885485303746,3470726125885485303746,uosmo,5362959268265,5362959282970
4711710,osmo1t4p2cm5pxy0d7cjvlktxtgmntf8wyfu3sfyp5v,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561930616999923960257894,561930668776510794594346,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16650272934,16650272934,uosmo,4444206524902,4444207274902
4711712,osmo1gu8mgaehrzyhdcz3zfvaldj8v6an3pmtjh2u7k,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29415481011560413550205,29415782568718564945525,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,522166227694,522166227694,uosmo,318426439301,318432977786
4711733,osmo1k9wvqu907e4yswcnrral58xjsf9w7vv2gktnge,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392216908298321690036464224,392216920024707474831674107,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373112503283,5373112503283,uosmo,41103735717502,41103738217502
4711737,osmo1pm20hdsf455uuxkqsyml8x630lte7jhew4uvct,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392216920024707474831674107,392216934414649810520765930,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373425662602,5373425662602,uosmo,41101271282215,41101274349901
4711739,osmo1wu2rp75wqnh82wu3peh9ftqv36e030vj8lfq9d,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735497717912772123519551,1735498965812322508908793,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,197461822291935808239263,197461822291935808239263,uosmo,323387268590,323387730467
4711745,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,601,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,44181073270757419054974,44181073382320887797649,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3241860102090,3241860118454,uosmo,953283541780,953283541780
4711752,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,619,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,329113324475788907052063,329113326121494379065357,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,5768382421753,5768382479493,uosmo,106453156553,106453156553
4711759,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,621,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,8846557984815829107902,8846558206129170410974,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,53305648121352,53305650792385,uosmo,18541841574,18541841574
4711765,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22110700264080149496043995,22110700330973405369576482,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13288252453501,13288252533886,uosmo,346211720724,346211720724
4711770,osmo1xlcqntnwelq5yrrdtrdhraka2r3eh5pqyg8xhn,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561929311529883390531063,561929312137587086249804,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16653980642,16653980675,uosmo,4443220276403,4443220276403
4711770,osmo14axqj0y5l7wrgz4yznhq495jwn43x5vp664e45,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29415782568718564945525,29416084833773576214998,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,523166852309,523166852309,uosmo,317825784257,317832325661
4711770,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,648,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,293139935153983608822879793,293139936268385487091196710,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,918152419116655107573119,918152426104198270070523,uosmo,170618817705,170618817705
4711772,osmo1qeq89tylfjpj22uhhkukqtexqwxzkm94shyx2u,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561927224601199105649334,561927520493988996782872,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16653980675,16653980675,uosmo,4443220276403,4443224561501
4711778,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348417002622985290175,348417002658748096590,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71257118933683,71257118948331,uosmo,2016226270109,2016226270109
4711781,osmo1s8elzc7pltmwf3xfcdph44c09dvq7gsjfqf95a,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735260062826326333797629,1735654105621867990013755,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,197468247541439185624324,197557247541439185624324,uosmo,323383161293,323383161293
4711788,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,625,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,66248753116486130573460871,66248753364650857366765775,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8391112002939,8391112065838,uosmo,91250181532,91250181532
4711793,osmo15smp73jmtx0crn88l5hct3jsqs4kmeljqfkh4x,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2970541453960229455185277,2970541718646845239292593,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14542178906048,14542178906048,uosmo,13767393945928,13767396280351
4711796,osmo1xxjpyck6ad4q8c58qm0alxa9kedhtgp4wxs828,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392214500989693535073508128,392214527917563648596813042,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373497552033,5373497552033,uosmo,41100737263128,41100743004226
4711798,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,574,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,6891454136597467083594,6891454136665737198147,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7522065361,7522065361,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,4081476027406,4081476027487
4711828,osmo1t307euvpz4vrhqtayqpaufh4nrx3zgjaudvjxe,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29416084833773576214998,29416387060437217068811,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,523249146022,523249146022,uosmo,317782490941,317789030556
4711830,osmo1s8elzc7pltmwf3xfcdph44c09dvq7gsjfqf95a,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735654105621867990013755,1735787160615298504926296,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,197180753186481092274867,197210753186481092274867,uosmo,324005428019,324005428019
4711851,osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834405906518059919120108578,834405918337864044453582862,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4601633045058696,4601633175524269,uosmo,188341470930,188341470930
4711854,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392213863634824894202113730,392213990276951411431504935,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373586006971,5373586006971,uosmo,41100079168677,41100106168677
4711866,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392213990276951411431504935,392214125073844584079861543,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373576795448,5373576795448,uosmo,41100179693999,41100208432740
4711881,osmo133hlgkt6f8kqt9kap3zcqlsexs5ng55g0874hl,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561924592755802065163141,561925106433470494743245,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16663284187,16663284187,uosmo,4440749913660,4440757348405
4711882,osmo1vcjcdlzgr9x7k83cgr58nr9mwz8s8c25hf6hmp,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561925106433470494743245,561925824059377768726896,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16663284187,16663284187,uosmo,4440757348405,4440767735018
4711887,osmo1rfrjfqse8q8m52v6auh2znku6jqdpu6g73nmq5,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29416387060437217068811,29416689364214020909988,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,523249146022,523249146022,uosmo,317789030556,317795571907
4711894,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561919721416225968341342,561920412326270787304846,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16663023805,16663023805,uosmo,4440740704865,4440750704865
4711902,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,445930953117108189692001,445931368146954624426077,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3473660392715550240273,3473660392715550240273,uosmo,5358409903215,5358419903215
4711903,osmo1n6cy3jraw42087nlkwf0nml2w42q75hv5kpvkh,606,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,377943954236002125694446214,377943954238905588375015670,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16785439954,16785439954,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3234023209671904,3234023209721673
4711918,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,629,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,611768966898490615598,611776061561977577277,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,51123060336734496478349595,51123060336734496478349595,uosmo,430686183455,430696183455
4711925,osmo1s6jxfyhmvaqjkw7yfj3z38t7zpjrwmhc3st9nk,678,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,2970439236984937614104769,2970439717328386049714885,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14535260582622,14535260582622,uosmo,13772614889010,13772619127212
4711928,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735787160615298504926296,1735800743507397643523644,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198596441250702826361083,198596441250702826361083,uosmo,321751280214,321756280214
4711932,osmo1gv2f7jpqqzzcy0hvyz3zk2k2g9spn2m7dvaluc,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561915890334291435683525,561919911482032472448482,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16663189427,16663189427,uosmo,4440706673950,4440764873950
4711937,osmo12pgtk90nlrzqftdl2w9kewe6rrkzaszk2c9umm,618,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,167231627222228938183186,167231668714331658611054,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9392188984,9392188984,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,4041030129371,4041032137760
4711946,osmo1s996wzn6fjrz4zgauqsnhr33ct73rl4rqvuvlg,463,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,29416689364214020909988,29416991642260098466851,ibc/1DC495FCEFDA068A3820F903EDBD78B942FBD204D7E93D3BA2B432E9669D1A59,523149837018,523149837018,uosmo,317856077522,317862619629
4711947,osmo1mkwkrv499ck2r33g878f6lvl48l5vnwnwnczt6,585,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,216901081014519268802000,216901128024684061202413,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,629729207029,629729479524,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88591265478,88591265478
4711950,osmo1qa39l3ry70g64mljzhufvrkkktmfh73rfcsjmx,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561919911482032472448482,561934814126157007907932,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16663172251,16663172251,uosmo,4440769458922,4440985155467
4711956,osmo1ee44ghqw58sy80ugrq2kkwy8j38urpq485ueu8,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392214087497894798335995744,392214095987465030138391067,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373418380588,5373418380588,uosmo,41101465829952,41101467639980
4711964,osmo10p6xghyphn7gatn2nzhsexxfjlxcrxlzeukaeh,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,445931250817775058557992,445931370610101954708017,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3473654978806587698234,3473654978806587698234,uosmo,5358428331515,5358431217872
4711970,osmo1uh428etjt7xtpjmyz94jv6lksy67w9nscnvf6q,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735800743507397643523644,1735849141260678748740970,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198800667592029394635835,198811667592029394635835,uosmo,321427967360,321427967360
4711970,osmo1x79zsqpfp8p9pxj87zydaep36xa8wpfsnwnqj9,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392214095987465030138391067,392214200045394039101535029,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373399046231,5373399046231,uosmo,41101621231342,41101643417210
4711976,osmo1nefqzz9plple4dvecc4pv5x8sy5zfu9xrzn46s,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392213846897894499275186456,392216822116475621232404016,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373380739429,5373461031717,uosmo,41101788859581,41101788859581
4711976,osmo1wh0ch7eefffw9p8v6ct39esn9cc9vaew9evj4n,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392216822116475621232404016,392216896225883830778482036,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373461031717,5373463031717,uosmo,41101788859581,41101788859581
4711978,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,605,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,834405859580275565691835662,834416924671272825034579034,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4601677550528591,4601677550528591,uosmo,188339658125,188344658125
4711982,osmo1c50kcnqphs26nx59f23jlszf3jssszu0yleaxg,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,843907484264078589956866,843912825389411091081529,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2678403931102073147032819,2678403931102073147032819,uosmo,2340612743785,2340642043785
4711989,osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,641,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,22110599369155619816108056,22110758769537751707575059,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13263464258504,13263464258504,uosmo,346860957189,346865957189
4711993,osmo1fl0n7k6shlu7kcgsv8zaue2xmrf0vflphcg0p7,722,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,1735849141260678748740970,1735849351794743021657358,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,198893513571831244630849,198893513571831244630849,uosmo,321295879827,321295957215
4711995,osmo1p9cwep024hq2r99ek6tukfs7l7kw2spcx4c54v,604,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,348416565721914219625,348416573837196027188,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71254477220337,71254480544128,uosmo,2016301359847,2016301359847
4711997,osmo134ea3yazv5rfr7ydtdq5czxw0sl4aa2ufrgwyf,704,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,445931369686676928198366,445931577192929411121446,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3473518164131964403710,3473518164131964403710,uosmo,5358644217872,5358649217872
4711997,osmo1lh2auqtkyeay24msy77l3yauuhn4jgq3vs4w5p,674,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,843912825389411091081529,843913919362422688302639,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2678978931102073147032819,2678978931102073147032819,uosmo,2340152378016,2340158378016
4711999,osmo13jtanfzdredkhk2zqvruyy75q0wuu2yyhayq3r,1,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,392216747402870799646837578,392216776895639023765252608,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5373667437767,5373667437767,uosmo,41100163703576,41100169991345
4712003,osmo134ea3yazv5rfr7ydtdq5czxw0sl4aa2ufrgwyf,712,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,561860508960496677755079,561860854373448924837144,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16659763273,16659763273,uosmo,4441895342888,4441900342888
