block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2
4709875,osmo1nscqpyukjl80zvuz024aspry0rk60279q4enuj,560,/osmosis.gamm.v1beta1.MsgExitPool,286793478987412087936094,9089597744994552608,286784389389667093383486,1,1194161235,9508927,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37663503900605,1193702525,uosmo,300140291481,9512610
4709893,osmo13kj8rk8glvc5c0xftcmm2n8l6m8ep0yrk9xzk4,1,/osmosis.gamm.v1beta1.MsgExitPool,392286833256089556729710232,22891921080428772367368,392263941335009127957342864,1,309598095,2429916892,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5347369742038,312046073,uosmo,41318474164337,2411141974
4709894,osmo1ztf98y3uenpj2hd6675ekc4ghmvrf7gedrv922,497,/osmosis.gamm.v1beta1.MsgExitPool,1401709907869900986524915,66068028734048088102,1401643839841166938436813,1,62953405,200367575,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1335753922055,62959267,uosmo,4251221001899,200376547
4709916,osmo14k6cvka848s62sx8rup5zmdh80lza88zr64nvd,690,/osmosis.gamm.v1beta1.MsgExitPool,1201061850615469341871882,7639402399017440433,1201054211213070324431449,1,11815876,1007463,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003806698029,12745293,uosmo,170798416658,1086370
4709929,osmo1qhv8vyl4gmmz69ggz72ktxa2pc34hvsc77cu7n,690,/osmosis.gamm.v1beta1.MsgExitPool,1201053735445309374299621,1143104308188394010,1201052592341001185905611,1,1768032,150750,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003783512417,1907103,uosmo,170798223324,162557
4709934,osmo1ztf98y3uenpj2hd6675ekc4ghmvrf7gedrv922,690,/osmosis.gamm.v1beta1.MsgExitPool,1201052592341001185905611,37094787557461225165,1201015497553443724680446,1,57374277,4891982,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003781605314,61887259,uosmo,170798060767,5275137
4709943,osmo19vjw6c4svl3yczkgmk76ar3tulx8zm085up940,712,/osmosis.gamm.v1beta1.MsgExitPool,567261379991849471246817,1916962535069919201,567259463029314401327616,1,51738,14017444,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16476568665,55679,uosmo,4463785318224,15084596
4709948,osmo143n3vrwyyha92p3spxe80wqwplec3p3mvl0s5t,561,/osmosis.gamm.v1beta1.MsgExitPool,1701234566922859032630671,715401094208267444,1701233851521764824363227,1,240201650,12268,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571214005819694,240206220,uosmo,29174739035,12268
4709972,osmo1l0q6w9gemqhaml8e2s9ptw4su4svweaxjjl6jg,608,/osmosis.gamm.v1beta1.MsgExitPool,93333053321424906409,24915843699778,93333028405581206631,1,47313638,57227,ibc/8A34AF0C1943FD0DFCDE9ADBF0B2C9959C45E87E6088EA2FC6ADACD59261B8A2,177233666884150,47313638,uosmo,214368529888,57227
4710006,osmo12sua5rwelhad404xamf86escnh2msje6r3xp7p,1,/osmosis.gamm.v1beta1.MsgExitPool,392262943877494795863416211,89260337397952447828,392262854617157397910968383,1,1209070,9459983,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5355347211977,1218621,uosmo,41251315412478,9386831
4710100,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,1,/osmosis.gamm.v1beta1.MsgExitPool,392274636890313180722758189,1021840982236520710566,392273615049330944202047623,1,13816177,108493896,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5352310737845,13942299,uosmo,41277766898384,107524958
4710106,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,10,/osmosis.gamm.v1beta1.MsgExitPool,853920317625695728720928901,301385174300457831813830,853618932451395270889115071,1,42387660,213787311460,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,120097767075,42387662,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,605727670119869,213787323793
4710112,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgExitPool,567265014650073843239569,1773725092272847834,567263240924981570391735,1,47983,12939972,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16514098359,51636,uosmo,4453750004173,13925992
4710112,osmo1ywgp5ar9w6gfny8vzx8gxsgtuc3zu0kq5yacxe,497,/osmosis.gamm.v1beta1.MsgExitPool,1401572800941111540464348,2115590347428402880,1401570685350764112061468,1,2014744,6418955,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1335021978052,2015135,uosmo,4253161988753,6419893
4710139,osmo1f9z2cruax0n5dy0typt3sy7aj6cm0tcsqfdkp8,561,/osmosis.gamm.v1beta1.MsgExitPool,1701233851521764824363227,225854401991710755425,1701007997119773113607802,1,77013620218,3814076,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,580308765111433,77041312690,uosmo,28719524709,3812780
4710143,osmo1f9z2cruax0n5dy0typt3sy7aj6cm0tcsqfdkp8,561,/osmosis.gamm.v1beta1.MsgExitPool,1701007997119773113607802,112927200995855377713,1700895069918777258230089,1,38595566813,1902669,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,581370928718023,38596286338,uosmo,28659724108,1902673
4710146,osmo1ygt5q28smu68ltywdkamwa57ps7w8vvxjxc93t,498,/osmosis.gamm.v1beta1.MsgExitPool,484379932413906196152018,11585890413264103181,484368346523492932048837,1,5105388,12511489,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,213460390010,5105762,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,523043393145,12510682
4710147,osmo1f9z2cruax0n5dy0typt3sy7aj6cm0tcsqfdkp8,561,/osmosis.gamm.v1beta1.MsgExitPool,1700895069918777258230089,56463600497927688856,1700838606318279330541233,1,19352145911,948670,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,583013358583181,19353947192,uosmo,28575417045,948601
4710149,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,1,/osmosis.gamm.v1beta1.MsgExitPool,392273657389944369460083076,5207529923512498480376,392268449860020856961602700,1,70407772,552929415,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5352117398791,71050683,uosmo,41279094300718,547990196
4710150,osmo14q809c4fhnvqktpeef4nz8lk7hgsqxwj2u5x0k,690,/osmosis.gamm.v1beta1.MsgExitPool,1201059036316560892037915,1888957462562237668,1201057147359098329800247,1,2921866,249089,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2003983943977,3151752,uosmo,170784778188,268600
4710151,osmo1f9z2cruax0n5dy0typt3sy7aj6cm0tcsqfdkp8,561,/osmosis.gamm.v1beta1.MsgExitPool,1700838606318279330541233,56463600497927688856,1700782142717781402852377,1,19403193390,946182,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,584488270844843,19403553104,uosmo,28501659823,946184
4710154,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,2,/osmosis.gamm.v1beta1.MsgExitPool,546735630767600111503746999,3758679862008441723828,546731872087738103062023171,1,9138,1833169,uion,1345280831,9248,uosmo,269844050494,1855114
4710159,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,561,/osmosis.gamm.v1beta1.MsgExitPool,1700782142717781402852377,16709521436466380264,1700765433196344936472113,1,5762562960,279017,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,586554514362577,5762669412,uosmo,28399943389,279018
4710166,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,584,/osmosis.gamm.v1beta1.MsgExitPool,167561944786289723481613,2423921296175633880,167559520864993547847733,1,20896040,23583828,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,1448378953757,20951992,uosmo,1625918592887,23520249
4710170,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,604,/osmosis.gamm.v1beta1.MsgExitPool,348474576119254118258,812140373521285,348473763978880596973,1,166307367,4692386,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71368752344057,166329049,uosmo,2013680856983,4693000
4710174,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,606,/osmosis.gamm.v1beta1.MsgExitPool,378058309748323514586887403,4188945701539296606447,378054120802621975290280956,1,186401,35770430689,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16826731986,186442,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3227995472411555,35766698972
4710178,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,631,/osmosis.gamm.v1beta1.MsgExitPool,1823354773144960479332101,1041186391397907119,1823353731958569081424982,1,2862,38280,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5022611941,2868,uosmo,67166860772,38354
4710182,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,611,/osmosis.gamm.v1beta1.MsgExitPool,1074869216516181440373777,5173614748708136001,1074864042901432732237776,1,427640,118260325,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,88855706220,427684,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24572290088826,118272586
4710184,osmo1r943fkjkccw85rsnvvvm3q3f2svauvlzczc755,553,/osmosis.gamm.v1beta1.MsgExitPool,289080204094158820264915186781820,1147619145004848358954079376,289079056475013815416556232702444,1,140631520462,306757,ibc/9989AD6CCA39D1131523DB0617B50F6442081162294B4795E26746292467B525,35459918266003146,140772285704,uosmo,77348319298,307064
4710186,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,629,/osmosis.gamm.v1beta1.MsgExitPool,611807268028229378624,2595964988062128,611804672063241316496,1,220017901599471030470,1800472,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,51867572631426068088082879,220079769566808768512,uosmo,424453805268,1801003
4710186,osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,497,/osmosis.gamm.v1beta1.MsgExitPool,1401502559875305205730444,1261451184001870621963,1400241108691303335108481,1,1201644467,3825999345,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1335445311528,1201994999,uosmo,4251811348248,3826930191
4710191,osmo1r943fkjkccw85rsnvvvm3q3f2svauvlzczc755,602,/osmosis.gamm.v1beta1.MsgExitPool,4543099873656547797557,165714767512551032,4542934158889035246525,1,74088056307,2562489,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,2031141605830686,74088214733,uosmo,70251252255,2562494
4710196,osmo1r943fkjkccw85rsnvvvm3q3f2svauvlzczc755,608,/osmosis.gamm.v1beta1.MsgExitPool,93333028405581206631,377253971877497,93332651151609329134,1,716382174,866481,ibc/8A34AF0C1943FD0DFCDE9ADBF0B2C9959C45E87E6088EA2FC6ADACD59261B8A2,177233701384150,716382174,uosmo,214368374005,866481
4710197,osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,584,/osmosis.gamm.v1beta1.MsgExitPool,167559520864993547847733,2423921296175633880,167557096943697372213853,1,20895937,23583944,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,1448350928112,20951890,uosmo,1625903076513,23520365
4710204,osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,600,/osmosis.gamm.v1beta1.MsgExitPool,70141956397690655120,3428342760465831,70138528054930189289,1,5450196,144574207,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,111706372981,5459895,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2953069302216,144337772
4710206,osmo1lj45kfahfsn896dyzge6833hly9qlpe6qyrdlr,560,/osmosis.gamm.v1beta1.MsgExitPool,286784389389667093383486,6266806732450442691,286778122582934642940795,1,825513248,6538473,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37763006152865,825196454,uosmo,299332881849,6541016
4710209,osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,553,/osmosis.gamm.v1beta1.MsgExitPool,289079056475013815416556232702444,15488558983921009507889731686,289063567916029894407048342970758,1,1897998667777,4140083,ibc/9989AD6CCA39D1131523DB0617B50F6442081162294B4795E26746292467B525,35459777493717442,1899898463642,uosmo,77348012234,4144227
4710219,osmo10hseevv04h4vlae36edzeeaa4km582ryq5anyu,678,/osmosis.gamm.v1beta1.MsgExitPool,2970834948513943595157884,29356863729299426807,2970805591650214295731077,1,150930362,129725261,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14857970584751,146821827,uosmo,13496535072741,133368547
4710235,osmo1y5rqpjeawcal6elstpdwhvnhet9lgts3mt9w0d,497,/osmosis.gamm.v1beta1.MsgExitPool,1400239829199969706711631,63984995810247315126,1400175844204159459396505,1,60947401,194079887,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1334156627621,60965274,uosmo,4248262828781,194127515
4710243,osmo1h5jr4w7vj5m0cxemwhtnhn33vckrdnw9wdw4wn,601,/osmosis.gamm.v1beta1.MsgExitPool,44191697076133796997007,10372974176913951470,44181324101956883045537,1,760695140,223742912,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3247184546066,762201129,uosmo,952135220559,223491621
4710244,osmo1zgp4dhwdg20amph0gwwp4f32rcsu24wmcxvq4g,560,/osmosis.gamm.v1beta1.MsgExitPool,286778122582934642940795,54140553995600321440,286723982028939042619355,1,7131257048,56492031,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37759193857872,7128520319,uosmo,299350070786,56513999
4710247,osmo12f6ae0wuf8g56r975mkxhp7x26flfpuhvdv9sx,560,/osmosis.gamm.v1beta1.MsgExitPool,286723982028939042619355,4759609763786023884,286719222419175256595471,1,626923778,4966333,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37752065337553,626683186,uosmo,299293556787,4968264
4710248,osmo1sc3xzrrlxskzmndq885g0qhwgn6w0fahz85cpu,584,/osmosis.gamm.v1beta1.MsgExitPool,167557670676415829846184,881746342352528315,167556788930073477317869,1,7602145,8578097,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,1448503665702,7622526,uosmo,1625701142428,8555000
4710303,osmo10hfp70p9nucq7grtmasskyut7qt9ezp0645h02,1,/osmosis.gamm.v1beta1.MsgExitPool,392268539538497976430551883,1045971483922275918773,392267493567014054154633110,1,14114018,111280321,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5347567314375,14259116,uosmo,41313991353610,110162433
4710304,osmo1h46zkhv82yzvgea0mwcavdxt9ljq63g5fupqww,561,/osmosis.gamm.v1beta1.MsgExitPool,1700765433196344936472113,1850579630156175523,1700763582616714780296590,1,637277896,30950,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,585697718980979,637289685,uosmo,28444813078,30950
4710305,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,606,/osmosis.gamm.v1beta1.MsgExitPool,378054120802621975290280956,4362790479503309564578,378049758012142471980716378,1,194219,37239258411,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,16833678316,194262,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,3226601215723515,37235369992
4710311,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,627,/osmosis.gamm.v1beta1.MsgExitPool,321012316273241727648697,131726711969828770,321012184546529757819927,1,283000,121895,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689660213741,283000,uosmo,297054525898,121895
4710317,osmo1zmsts6u08t2fp02vs7xpe7csx6hqv0hdmshaz7,637,/osmosis.gamm.v1beta1.MsgExitPool,959266571308871548122492,29172082996911552723,959237399225874636569769,1,401337450,976615,ibc/346786EA82F41FE55FAD14BF69AD8BA9B36985406E43F3CB23E6C45A285A9593,13197192692516,401337450,uosmo,32114072257,976615
4710330,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,651,/osmosis.gamm.v1beta1.MsgExitPool,1864011655498277169860,420442351083022374,1863591213147194147486,1,347461790751,16019705,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,1540455727479494,347461790751,uosmo,71022620711,16019705
4710335,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,560,/osmosis.gamm.v1beta1.MsgExitPool,286719222419175256595471,13332046112394553494,286705890373062862041977,1,1756327146,13909010,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37757108429481,1755653166,uosmo,299243770538,13914420
4710340,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,561,/osmosis.gamm.v1beta1.MsgExitPool,1700763582616714780296590,52844838020322689016,1700710737778694457607574,1,18192122376,884099,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,585507931652232,18192459036,uosmo,28453997901,884101
4710370,osmo1aavlnvef7tw2a75s72uwyf67gvf5q8n579tduk,560,/osmosis.gamm.v1beta1.MsgExitPool,286705890373062862041977,13332046112394553493,286692558326950467488484,1,1756327146,13909010,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37755352776315,1755653166,uosmo,299229856118,13914420
4710401,osmo1cne4xcmrkr0paypwc3m99r3cf9qwsf9xe25pfg,561,/osmosis.gamm.v1beta1.MsgExitPool,1700710737778694457607574,27338265479060456211,1700683399513215397151363,1,9411346307,457371,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,585489739193196,9411520471,uosmo,28453113800,457372
4710414,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,561,/osmosis.gamm.v1beta1.MsgExitPool,1700683399513215397151363,6588999214246347698,1700676810514001150803665,1,2269530332,110174,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,585798210645149,2269572308,uosmo,28437247220,110175
4710422,osmo19w5sdfk54zsd665fqghd3n70e02d2yqs7zhqad,561,/osmosis.gamm.v1beta1.MsgExitPool,1700676810514001150803665,158987650348541913555,1700517822863652608890110,1,54762078907,2658439,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,585795941072841,54763091775,uosmo,28437137045,2658443
4710426,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,1,/osmosis.gamm.v1beta1.MsgExitPool,392268509734494564276403728,6735252661041808767583,392261774481833522467636145,1,90726378,717805669,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5346818341950,91804902,uosmo,41320150232252,709467226
4710432,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,604,/osmosis.gamm.v1beta1.MsgExitPool,348473304680314574686,2795514946998775,348470509165367575911,1,572044975,16163521,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71317485606401,572121578,uosmo,2015125608168,16165696
4710437,osmo1ed0hmq97ew4a40gpa4nprnmh5kd7vsss2r9rwv,604,/osmosis.gamm.v1beta1.MsgExitPool,348470496963300109030,2795514946998775,348467701448353110255,1,572042316,16163595,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71316584388776,572118958,uosmo,2015118769329,16165772
4710454,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,497,/osmosis.gamm.v1beta1.MsgExitPool,1400175823209284249876402,1653119717131870429,1400174170089567118005973,1,1573041,5019380,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1332755695168,1573520,uosmo,4252363612229,5020559
4710467,osmo1ay2g5vqwjvfq5e7rqnzjykglx9vk888rl43ryw,497,/osmosis.gamm.v1beta1.MsgExitPool,1400174170089567118005973,8341010197354497796,1400165829079369763508177,1,7936929,25326001,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1332733493872,7939257,uosmo,4252424697544,25332218
4710467,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,625,/osmosis.gamm.v1beta1.MsgExitPool,66268232678839650152618089,2019703809846358852352,66266212975029803793765737,1,256267023,2774589,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8411737356618,256370470,uosmo,91073414955,2775708
4710473,osmo1ay2g5vqwjvfq5e7rqnzjykglx9vk888rl43ryw,605,/osmosis.gamm.v1beta1.MsgExitPool,834423133085000785649641848,26709608054767758973,834423106375392730881882875,1,147347477,6025,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4604276437922300,147381363,uosmo,188234547056,6025
4710479,osmo1xmrctxvjv5nfk5n7vl4jlghgve8us0quhydnh6,1,/osmosis.gamm.v1beta1.MsgExitPool,392261051086444957447305109,4518470500744172961,392261046567974456703132148,1,60903,481254,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5350008819591,61626,uosmo,41293554381220,475662
4710490,osmo1eusaavlm9utz2a7nec3sungv6llua3lz0g7ya6,497,/osmosis.gamm.v1beta1.MsgExitPool,1400165829079369763508177,784427455567437890753,1399381401623802325617424,1,746423945,2381781285,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1332722301965,746642963,uosmo,4252409775486,2382365653
4710491,osmo1dg8jhryteex7lu0l7s5xfxeq5hh9wxmsrh9uz9,498,/osmosis.gamm.v1beta1.MsgExitPool,484368346523492932048837,35765243673827866392,484332581279819104182445,1,15730584,38695697,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,213054753823,15731736,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524021713798,38693206
4710508,osmo17ghzeqx3vklq5au3p82htwcahayfq3lvulky5p,561,/osmosis.gamm.v1beta1.MsgExitPool,1700517822863652608890110,258377616340327881219,1700259445247312281008891,1,88657656418,4336882,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,583513100527595,88659302472,uosmo,28543337055,4336890
4710508,osmo1329g2g4p78y2r3629nw8yk7xfp7hj79a948wsk,497,/osmosis.gamm.v1beta1.MsgExitPool,1399381401623802325617424,3623397542870339418,1399377778226259455278006,1,3447370,11003380,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1331788802770,3448381,uosmo,4250625535946,11006081
4710525,osmo1577mlcp0lzk79hv2j7a2feq88a60h89gyuazaw,601,/osmosis.gamm.v1beta1.MsgExitPool,44181318988958462300942,70616847746753391,44181248372110715547551,1,5171214,1525387,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3241776255909,5181466,uosmo,953287875200,1523679
4710527,osmo1vrf0qnptqulw7z9w3z58jec2a4ttyrzftzwtu9,497,/osmosis.gamm.v1beta1.MsgExitPool,1399377778226259455278006,28125000000000000000,1399349653226259455278006,1,26758653,85408846,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1331784776991,26766501,uosmo,4250616381244,85429815
4710528,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,497,/osmosis.gamm.v1beta1.MsgExitPool,1399349653226259455278006,203372448778589731446,1399146280777480865546560,1,193492324,617593259,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1331758010490,193549115,uosmo,4250530951429,617744740
4710534,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,605,/osmosis.gamm.v1beta1.MsgExitPool,834423115434294580118559130,5610645217600039086513,834417504789076980079472617,1,30951868613,1265679,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4604264410908091,30958986657,uosmo,188235032762,1265688
4710540,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,629,/osmosis.gamm.v1beta1.MsgExitPool,611804672063241316496,5704871939668762,611798967191301647734,1,482713046185589879815,3963300,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,51781877355783640470107816,482848517835188076544,uosmo,425159885233,3964472
4710541,osmo1rgh58aew3sy0hqgfc2wkahk2s66cpud88q50fl,497,/osmosis.gamm.v1beta1.MsgExitPool,1399146280777480865546560,36665455932159680540,1399109615321548705866020,1,34883911,111345090,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1331553281251,34894141,uosmo,4249948999335,111372427
4710546,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,631,/osmosis.gamm.v1beta1.MsgExitPool,1823353731958569081424982,28888662799005969527,1823324843295770075455455,1,79386,1064198,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5020183432,79538,uosmo,67297121939,1066235
4710547,osmo1rgh58aew3sy0hqgfc2wkahk2s66cpud88q50fl,604,/osmosis.gamm.v1beta1.MsgExitPool,348467494683927327804,18182576722492408,348449312107204835396,1,3721591992,105105251,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71333648667783,3722096205,uosmo,2014607098061,105119555
4710551,osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,637,/osmosis.gamm.v1beta1.MsgExitPool,959237399225874636569769,243671985768450255379,958993727240106186314390,1,3349434187,8164673,ibc/346786EA82F41FE55FAD14BF69AD8BA9B36985406E43F3CB23E6C45A285A9593,13185358706592,3349434187,uosmo,32140995804,8164673
