block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares,was_exit_clean,sender_original_amount_1,sender_original_amount_2,pool_denom_1,pool_original_amount_1,pool_adjustment_amount_1,pool_denom_2,pool_original_amount_2,pool_adjustment_amount_2
4708477,osmo13xh7vcswrptj0tafvd6m8m3td803pjxj2h69mn,678,/osmosis.gamm.v1beta1.MsgExitPool,2968748969851530169711814,1802507283941488591,2968747167344246228223223,1,9130957,8083054,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14885659513332,9037985,uosmo,13452282361431,8167695
4708478,osmo16g5xl2ry9yzul8wnarc7ckx7vl5y7g8qpca2xa,1,/osmosis.gamm.v1beta1.MsgExitPool,392529832351389249243713102,12057672535126495211,392529820293716714117217891,1,163215,1278772,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5332496918854,163802,uosmo,41484981948822,1274329
4708480,osmo1vj06gt7dhevlzxfg9ucnztsyehh6mvxnsk9229,1,/osmosis.gamm.v1beta1.MsgExitPool,392529820293716714117217891,2784813513927473279238,392527035480202786643938653,1,37696731,295336053,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5332600706375,37832281,uosmo,41484167874940,294310560
4708493,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,633,/osmosis.gamm.v1beta1.MsgExitPool,446575477843251032046740995,16761522502583794533900,446558716320748448252207095,1,588568,526321,ibc/9F9B07EF9AD291167CF5700628145DE1DEB777C2CFC7907553B24446515F6D0E,15681172229,588568,uosmo,14022740374,526321
4708502,osmo1q0x6hfuknmgsmv3vv3tu60v8ph054qmynydc3y,1,/osmosis.gamm.v1beta1.MsgExitPool,392526945740101026055099324,24604995204930883559084,392502340744896095171540240,1,333136162,2608871637,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5333686615478,334334585,uosmo,41475089562111,2599807200
4708509,osmo1kw6ktgk0lc9z28yrqgshmlksm8cauemwtl98gl,561,/osmosis.gamm.v1beta1.MsgExitPool,1702325534753194959676201,205154146590666375939,1702120380606604293300262,1,68895666664,3516042,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571831815408790,68913768658,uosmo,29168182591,3515175
4708520,osmo1ymvkf7cm8ls4pn0wcx4avcludmu6udrlmlyje4,730,/osmosis.gamm.v1beta1.MsgExitPool,234502934279753105313,2210227125590110917,232292707154162994396,1,1991594,4704393,ibc/57AA1A70A4BC9769C525EBF6386F7A21536E04A79D62E1981EFCEF9428EBB205,211306227,1991594,uosmo,499131504,4704393
4708539,osmo12q9a064xf5ueusfe269qdpfqxnzay7nt3yfxzt,561,/osmosis.gamm.v1beta1.MsgExitPool,1702120380606604293300262,134703147359147022816,1701985677459245146277446,1,45242649377,2308304,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571840138392629,45254535052,uosmo,29160734107,2307734
4708566,osmo1tepmnj43qy30t3aa0e9vfgllw6xjer382d55hy,678,/osmosis.gamm.v1beta1.MsgExitPool,2968747006097649726398559,1327624038396541662090,2967419382059253184736469,1,6731278880,5948291418,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14882923182723,6655645138,uosmo,13454714721164,6016950133
4708581,osmo19yjgge664j2csetcnxxjn3hcwf642eadya26dt,629,/osmosis.gamm.v1beta1.MsgExitPool,611992554340147671268,94810769441643999,611897743570706027269,1,8211842033283685512878,64358433,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,53007284562332125065179976,8211964998145395392512,uosmo,415433521399,64359560
4708581,osmo1eqdj7jsa0ypvxdvwert6s2sf8qqux6vs2hady4,678,/osmosis.gamm.v1beta1.MsgExitPool,2967419939594703058059379,8030798808267325304,2967411908795894790734075,1,40709844,35988058,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14873436923115,40252334,uosmo,13451228187409,36403377
4708593,osmo1ppetwac9lsc20wjn94fvr36kdcuxqkp07nm5x0,497,/osmosis.gamm.v1beta1.MsgExitPool,1401979495056517100470913,3832748126972415402,1401975662308390128055511,1,3667291,11575406,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1341539776266,3667517,uosmo,4234217978178,11575555
4708603,osmo1gmsxq4f2wjn80f2ywmz37zejkkru6zwsyjp3hu,560,/osmosis.gamm.v1beta1.MsgExitPool,287195417687402230838677,90499878987907184922,287104917808414323653755,1,11888627263,94681736,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37713219885715,11884040014,uosmo,300582094572,94718235
4708621,osmo17g8qhml8a3v3gtesj80e0xae0unj86klm9xpet,678,/osmosis.gamm.v1beta1.MsgExitPool,2967406163491100202307637,8589983404690689280,2967397573507695511618357,1,43584125,38458537,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14876557010807,43064336,uosmo,13448526046895,38930503
4708663,osmo1wvffqyahhr33w3rupsr5rj30n9jpulnuaw2qqm,560,/osmosis.gamm.v1beta1.MsgExitPool,287104917808414323653755,31819647435868446183,287073098160978455207572,1,4181499184,33278285,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37714618585962,4179886139,uosmo,300381840930,33291120
4708673,osmo1faf8txl48hlnt7c866dnlpe90cvvhwue608s4m,498,/osmosis.gamm.v1beta1.MsgExitPool,484441260520084660358672,28484542027083620522,484412775978057576738150,1,12508976,30864070,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212757229673,12509859,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524875142765,30862003
4708731,osmo1x6gvw82e27x6jkxmh8jlelmj4gn6mwlpsxmfha,604,/osmosis.gamm.v1beta1.MsgExitPool,348507169130572086470,13273006913052642,348493896123659033828,1,2723344266,76543205,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71510498459261,2723500187,uosmo,2009897607842,76547592
4708732,osmo1g5ynr0lv2pvg0y7t7zr6v8w0qm6zhps5x0egjx,641,/osmosis.gamm.v1beta1.MsgExitPool,22138944216999787255395814,16346521820535844939747,22122597695179251410456067,1,9715690592,258432748,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,13160760553411,9717385682,uosmo,350069782263,258477697
4708736,osmo1rerntmwsm7rd52f9panpy38rm0ew5vf8w9w0fw,561,/osmosis.gamm.v1beta1.MsgExitPool,1701985677459245146277446,69521955491822997012,1701916155503753323280434,1,23278585842,1195027,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,570039492978055,23284720185,uosmo,29248605965,1194734
4708737,osmo1makt48wmuq53wpm2jp55u5v6hhcatxk439knjt,712,/osmosis.gamm.v1beta1.MsgExitPool,592519767352019836892072,3739073256859802659,592516028278762977089413,1,103115,27510031,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16376497347,103343,uosmo,4369013502900,27570492
4708743,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,690,/osmosis.gamm.v1beta1.MsgExitPool,1201501644047797753064652,10631401184939005395,1201491012646612814059257,1,16432550,1403365,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002406825612,17718153,uosmo,170977610631,1512883
4708746,osmo1zg4cwm5j3keugcmprr9j67433kn9m46tp7p7x4,561,/osmosis.gamm.v1beta1.MsgExitPool,1701916155503753323280434,60685432439785970,1701916094818320883494464,1,20314104,1043,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569856963909943,20319459,uosmo,29255604860,1043
4708756,osmo1dw6m6txg97twtcyw45x2nutczdtpaqg3ge334z,1,/osmosis.gamm.v1beta1.MsgExitPool,392503697670123717643536442,161227212397866948238,392503536442911319776588204,1,2182013,17102068,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335378846595,2191592,uosmo,41457017504879,17029137
4708762,osmo1dw6m6txg97twtcyw45x2nutczdtpaqg3ge334z,481,/osmosis.gamm.v1beta1.MsgExitPool,2837741812903870018650,11024293892964709,2837730788609977053941,1,2046138,1830840,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,526692518857,2046138,uosmo,471273149624,1830840
4708762,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,585,/osmosis.gamm.v1beta1.MsgExitPool,216959322548710021253338,5704965948906520091,216953617582761114733247,1,16280480,2370196,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,619553619423,16291221,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,90080935306,2368686
4708768,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,498,/osmosis.gamm.v1beta1.MsgExitPool,484412775978057576738150,4103185094074230578,484408672792963502507572,1,1802967,4443366,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212869298329,1803094,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524538634419,4443068
4708773,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,497,/osmosis.gamm.v1beta1.MsgExitPool,1401975302534951792944759,3095441290097343178,1401972207093661695601581,1,2958231,9359998,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1339914157350,2958415,uosmo,4239351663280,9360125
4708779,osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,1,/osmosis.gamm.v1beta1.MsgExitPool,392503535156255054227511668,5686624857700536212,392503529469630196526975456,1,76961,603205,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335368714753,77299,uosmo,41457064463434,600633
4708780,osmo18qp6u0mvs7ac89gkn6r5j5jqu90zp74ym9hz5v,604,/osmosis.gamm.v1beta1.MsgExitPool,348493332449745605090,3869265542128574,348489463184203476516,1,793901585,22313082,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71508698934687,793949608,uosmo,2009795175230,22314433
4708789,osmo1adzlr4t3cky4x5m9pg8y9nuavhxl8hyyxwduhd,678,/osmosis.gamm.v1beta1.MsgExitPool,2967385531321328092249739,8753687929351752377,2967376777633398740497362,1,44391844,39211639,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14858082650310,43830846,uosmo,13464832361617,39720804
4708795,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,560,/osmosis.gamm.v1beta1.MsgExitPool,287073098160978455207572,157109056454762097,287072941051922000445475,1,20650290,164277,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37718108509364,20642325,uosmo,300287644402,164341
4708803,osmo14hg3dtn0gc0dadmjth7hhpmtxnlwdepyh7mxue,678,/osmosis.gamm.v1beta1.MsgExitPool,2967378227865691081549990,11723987114381945127,2967366503878576699604863,1,59456490,52515503,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14858470460392,58705194,uosmo,13464426513391,53197385
4708805,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,1,/osmosis.gamm.v1beta1.MsgExitPool,392503528750548367510717155,3994001291874477634,392503524756547075636239521,1,54047,423711,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5335119477100,54288,uosmo,41459021853616,421874
4708808,osmo1vaysxz87gfl0wm6n5rvy7ec6qm73rep79cn8g6,498,/osmosis.gamm.v1beta1.MsgExitPool,484408672792963502507572,10695446438610672569,484397977346524891835003,1,4699486,11582579,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,212859992145,4699818,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,524552768440,11581803
4708815,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,497,/osmosis.gamm.v1beta1.MsgExitPool,1401972207093661695601581,983315403041329,1401972206110346292560252,1,939,2973,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1339797224477,939,uosmo,4239704543523,2973
4708816,osmo1fz76wg9xw4z5y9lh48mx25djmk2mdcnzv7xfdz,560,/osmosis.gamm.v1beta1.MsgExitPool,287072941051922000445475,1607121859731462724,287071333930062268982751,1,211238832,1680452,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37718087867039,211157357,uosmo,300287480061,1681100
4708818,osmo1d8etkcl43lp9nhdsflmm9y3krl7dutwj2493rh,497,/osmosis.gamm.v1beta1.MsgExitPool,1401972206110346292560252,1513028634420781432,1401970693081711871778820,1,1445824,4575534,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1339783765855,1445913,uosmo,4239747257198,4575596
4708820,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,604,/osmosis.gamm.v1beta1.MsgExitPool,348489299486211282578,587304050597,348489298898907231981,1,120497,3387,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71504257000542,120505,uosmo,2009875959456,3387
4708826,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,605,/osmosis.gamm.v1beta1.MsgExitPool,834454052224970295558630210,7699493261254157363,834454044525477034304472847,1,42520671,1735,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,4608941755997856,42526626,uosmo,188039750935,1735
4708826,osmo18794fh266shxqv656y8w3c47e88ngpj0rddtpn,561,/osmosis.gamm.v1beta1.MsgExitPool,1701916094818320883494464,319682378209982336195,1701596412440110901158269,1,107276971023,5483090,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,571268305221404,107305178536,uosmo,29183532622,5481739
4708830,osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,1,/osmosis.gamm.v1beta1.MsgExitPool,392503532080621533900572950,1942891576534137642398,392501589189044999762930552,1,26291442,206116254,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5334726131891,26406882,uosmo,41462118560386,205237391
4708832,osmo1lt3cmjpzsd7lga33mxngw7fq87f3p7pcs93573,690,/osmosis.gamm.v1beta1.MsgExitPool,1201486679575933659897829,544146231127204769,1201486135429702532693060,1,841188,71817,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2002710798266,907015,uosmo,170948684674,77421
4708832,osmo1dnnl0pj4pruwlkkp6gsguhfh88e492jgfxj4mq,560,/osmosis.gamm.v1beta1.MsgExitPool,287071333930062268982751,7723753144241076060,287063610176918027906691,1,1015237017,8075915,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37719102368610,1014845444,uosmo,300276068384,8079031
4708836,osmo1dnnl0pj4pruwlkkp6gsguhfh88e492jgfxj4mq,561,/osmosis.gamm.v1beta1.MsgExitPool,1701596412440110901158269,1076233986559960716,1701595336206124341197553,1,359404474,18549,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,568392153005438,359499437,uosmo,29320596319,18544
4708837,osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,651,/osmosis.gamm.v1beta1.MsgExitPool,1864017554631622560470,1311468205851331,1864016243163416709139,1,1069728485,50626,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,1520427767342201,1069728485,uosmo,71956747480,50626
4708841,osmo10xnqv49h7hh0gfspl7pq6w5nfqtkvj4rxzhel9,1,/osmosis.gamm.v1beta1.MsgExitPool,392508054716485912895675690,147018662244062199391173,392361036054241850696284517,1,1989500000,15596621606,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5334856110473,1998235193,uosmo,41462061429733,15530119018
4708845,osmo1vaysxz87gfl0wm6n5rvy7ec6qm73rep79cn8g6,627,/osmosis.gamm.v1beta1.MsgExitPool,321155631853286246899380,45006822180469886502,321110625031105777012878,1,96631648,41673930,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689535422577,96631648,uosmo,297373084722,41673930
4708847,osmo10xnqv49h7hh0gfspl7pq6w5nfqtkvj4rxzhel9,678,/osmosis.gamm.v1beta1.MsgExitPool,2967363211592839280009420,1245133317681198930044,2966118078275158081079376,1,6317120492,5575033990,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14864671466094,6237354977,uosmo,13458883924215,5647473395
4708847,osmo1vekng0lvhdqw7eedl3l2hf06vt3evgkk9zpjns,560,/osmosis.gamm.v1beta1.MsgExitPool,287063610176918027906691,2378059854079200863,287061232117063948705828,1,312580470,2486486,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37718087523166,312459909,uosmo,300267989353,2487446
4708848,osmo1xcquwffc0efn34pazvlsrasvnu5ctunk2ph85y,604,/osmosis.gamm.v1beta1.MsgExitPool,348488930344106358160,8960883893515917,348479969460212842243,1,1838518322,51677525,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71504546541270,1838634985,uosmo,2009867861062,51680816
4708856,osmo1xcquwffc0efn34pazvlsrasvnu5ctunk2ph85y,627,/osmosis.gamm.v1beta1.MsgExitPool,321110625031105777012878,2469737308518766276,321108155293797258246602,1,5302635,2286845,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689438790929,5302635,uosmo,297331410792,2286845
4708858,osmo1wde6kapm6w2ed338fe27s7763u2puykypp7sqk,678,/osmosis.gamm.v1beta1.MsgExitPool,2966118078275158081079376,9122177283866437679,2966108956097874214641697,1,46305778,40822281,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14861171360446,45704936,uosmo,13450828009599,41367482
4708867,osmo1uvxs9q40jl72q9p3jsx53zh65uksxtm6hw6xjh,1,/osmosis.gamm.v1beta1.MsgExitPool,392361097916997651454889870,626039761133969047404,392360471877236517485842466,1,8470314,66425470,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5334355851707,8511340,uosmo,41434843021393,66112209
4708891,osmo1a944h7gug7r2ad9l2usdm8zmm0mmxak9r0ltvj,712,/osmosis.gamm.v1beta1.MsgExitPool,592483711611889167332092,263034612712580735,592483448577276454751357,1,7249,1936255,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16367120310,7266,uosmo,4371574244211,1940771
4708895,osmo10yfc726n5exjpswd82dsrlvn2k8g6stptttwwc,560,/osmosis.gamm.v1beta1.MsgExitPool,287061232117063948705828,144136205865436530858,286917095911198512174970,1,18946888433,150699136,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37720012243421,18939580973,uosmo,300247742433,150757279
4708903,osmo1xczaaw2mlddu2f5jz05xg27cr9lku2kxun8tf6,678,/osmosis.gamm.v1beta1.MsgExitPool,2970833764300866825682469,1911110511503210339,2970831853190355322472130,1,9721398,8534583,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14889829651418,9578492,uosmo,13467894428911,8663774
4708904,osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,1,/osmosis.gamm.v1beta1.MsgExitPool,392360245087175689881388600,695403886280098529070,392359549683289409782859530,1,9405667,73809965,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5333775577748,9453374,uosmo,41439276455525,73445345
4708913,osmo10t26acjmemggsahq6uvyucm4tj3z0mhz23ljh2,678,/osmosis.gamm.v1beta1.MsgExitPool,2970831853190355322472130,160938967739771740411,2970670914222615550731719,1,819603579,717892014,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14891081988180,806695054,uosmo,13466781221967,729536364
4708916,osmo1ncx0zpzvmwe6f4055943xqjhqnrwh6tp2hg6a3,629,/osmosis.gamm.v1beta1.MsgExitPool,611853991680930942710,203504452849782,611853788176478092928,1,17566854301026301595,138588,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,52824610104411824940250244,17569622038042234880,uosmo,416745814159,138610
4708919,osmo1slhv6gxg5h48gghf2jwjm64w8t7edynppqp2vx,712,/osmosis.gamm.v1beta1.MsgExitPool,592485247871450885246652,84556897353090080018,592400690974097795166634,1,2329752,622613683,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16362640845,2335204,uosmo,4372796130912,624066295
4708921,osmo1tf0umnrnxh97sqvfd4dy30hqm8pl2g3458vs2d,561,/osmosis.gamm.v1beta1.MsgExitPool,1701595336206124341197553,1521645015703347886,1701593814561108637849667,1,509320687,26166,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569703288314888,509454951,uosmo,29253797108,26160
4708921,osmo10ypr45zpg9v5t0wv32uv9fgkzyxrwla8gufsc0,560,/osmosis.gamm.v1beta1.MsgExitPool,286917095911198512174970,7789276975587975661,286909306634222924199309,1,1023962338,8143532,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37702953911613,1023566580,uosmo,300082053127,8146681
4708924,osmo15wk3htq4p024tfc6nagvgusra0tlt3hhv2sw9d,722,/osmosis.gamm.v1beta1.MsgExitPool,1737933035037739251838100,988753769206090712818,1736944281268533161125282,1,105845696767035912667,193359810,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,186701047734478875934532,106218916920572624896,uosmo,341031313569,194021282
4708925,osmo1tf0umnrnxh97sqvfd4dy30hqm8pl2g3458vs2d,560,/osmosis.gamm.v1beta1.MsgExitPool,286909306634222924199309,1060923647103698677,286908245710575820500632,1,139470201,1109147,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37702869971848,139416412,uosmo,300066448817,1109575
4708930,osmo10ypr45zpg9v5t0wv32uv9fgkzyxrwla8gufsc0,561,/osmosis.gamm.v1beta1.MsgExitPool,1701593814561108637849667,4127366859451471329,1701589687194249186378338,1,1381500483,70975,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,569702778859937,1381864666,uosmo,29253770948,70957
4708933,osmo1060t4vlql9ngh4jj4h67nsyu4lmljyd8pesy5q,669,/osmosis.gamm.v1beta1.MsgExitPool,76727310436405061892479,15653059552238605655,76711657376852823286824,1,15340429,1012247,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,75206517046,15342804,uosmo,4962546997,1012404
4708942,osmo1eh0vums0v89mpulj6uykt8k7g70nvwxcycq47m,678,/osmosis.gamm.v1beta1.MsgExitPool,2970665312895153094200275,8413735831733919174,2970656899159321360281101,1,42886463,37497073,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,14898376739590,42196273,uosmo,13458988976130,38119534
4708955,osmo139cx4kcvepcc3krw5wvrde5pheax4jzstu3tal,601,/osmosis.gamm.v1beta1.MsgExitPool,44194467499938720863931,99273545347752735,44194368226393373111196,1,7342928,2123238,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,3274845263963,7356248,uosmo,943996324925,2120488
4708956,osmo1ymkuwmhkwkalr9yn9shh9zdcy5wrgg5wp24n9p,560,/osmosis.gamm.v1beta1.MsgExitPool,286908245710575820500632,135140171980417836,286908110570403840082796,1,17767262,141270,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37705339675238,17760054,uosmo,300044632944,141327
4708963,osmo139cx4kcvepcc3krw5wvrde5pheax4jzstu3tal,604,/osmosis.gamm.v1beta1.MsgExitPool,348480914342467242384,1431432629767615,348479482909837474769,1,293483227,8260900,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,71452779680792,293501985,uosmo,2011237140962,8261429
4708983,osmo12dgkqptzht3me6znqxuxaulxswh5c0gk4cj8qw,560,/osmosis.gamm.v1beta1.MsgExitPool,286908110570403840082796,83099907781773341674,286825010662622066741122,1,10926991382,86856683,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,37710729332473,10922514960,uosmo,300001588100,86892295
4708986,osmo178s275svy3n97c82vdglhv6m8j56yc30msgxmr,1,/osmosis.gamm.v1beta1.MsgExitPool,392358401645770507429557006,73000002633630475447,392358328645767873799081559,1,986393,7755750,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5332793656752,992189,uosmo,41446898171972,7711377
4708989,osmo1npquw5czg704mu9d7sgdv07rrmsmgzns8rrrlg,631,/osmosis.gamm.v1beta1.MsgExitPool,1824674311136026517625713,404610970403938116116,1824269700165622579509597,1,1111952,14910143,ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,5022778769,1113772,uosmo,67350424259,14934566
4708990,osmo10ntzdf5syg2ema257j4pmyx05jlvdvsvkp5d4p,561,/osmosis.gamm.v1beta1.MsgExitPool,1701589687194249186378338,81021635946144527839,1701508665558303041850499,1,27142519935,1392076,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,570188396995271,27149668965,uosmo,29228751531,1391734
4709010,osmo1e7s48qmts89x6k243uu8n3rsha99qqutkjcgzw,627,/osmosis.gamm.v1beta1.MsgExitPool,321108155293797258246602,95836448702898547339,321012318845094359699263,1,205765117,88739471,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,689433490110,205765117,uosmo,297329132319,88739471
4709024,osmo1a80h8wx74yczws53ap5zm5f8t7udf8u6plff0c,625,/osmosis.gamm.v1beta1.MsgExitPool,66322539703700167422832929,19375419664046437030901,66303164284036120985802028,1,2467115554,26533172,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,8445191248322,2467172175,uosmo,90825774597,26533777
4709028,osmo1jzkah2lzef3ywvr9tdfe6d8empdl7nhz2pce3k,497,/osmosis.gamm.v1beta1.MsgExitPool,1401967190466198295293866,86660712507336072089,1401880529753690959221777,1,82717497,262368235,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1338264589814,82723022,uosmo,4244580394636,262373016
