block,sender,pool_id,msg_type,original_pool_shares_previous_height,recorded_share_out,adjustment_share_out,extra_amount_percent
4711447,osmo1hdqytyujf0fshlapudv7j6fp4ewtge6ckvczjm,712,/osmosis.gamm.v1beta1.MsgJoinPool,595635804337327839392998,56632275056652480996,37772602279323467776.000000,3.165405542971792e-05
4711463,osmo1vemmttg4c0lsqwsdhrjc24ktaahfnh9h0ckjs4,722,/osmosis.gamm.v1beta1.MsgJoinPool,1757223127601930027478567,6652525170262072601,4436540961588999680.000000,1.2610572833455207e-06
4711464,osmo1p4tfy2vf8y5vd85g9e82936tkh9l3h8h4cdxzu,1,/osmosis.gamm.v1beta1.MsgJoinPool,392311956984458005832712608,5229159002154080351751,3487445324002106540032.000000,4.439436392836637e-06
4711477,osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,631,/osmosis.gamm.v1beta1.MsgJoinPool,1827241897025401770262531,89964456735902260751,49994103563226628096.000000,2.187226773085647e-05
4711482,osmo1cjzdhczqjwv3x3hr880jagla03t0wyy63qs283,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520011432559831678,141171488943431,94161856601636.203125,1.3488343170217671e-07
4711488,osmo1sg8r7u5ddqkpha7qv52c6lu82ude88lyf2re46,712,/osmosis.gamm.v1beta1.MsgJoinPool,595692453774608433676324,6154038215810283930,4104621220055564800.000000,3.440287696582758e-06
4711497,osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,629,/osmosis.gamm.v1beta1.MsgJoinPool,612345795432034667653,7877046683187942,5254020852470287.000000,4.283404121398512e-06
4711501,osmo17j28rhfraz6mtflue6cp6kz4hct605u6nk0ll2,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972110707092246444251753,1587672838067468210,1058879687248872576.000000,1.7791810427441744e-07
4711513,osmo1e9k6h3rmr8e04jcwra4279z698w02pexu03qxs,605,/osmosis.gamm.v1beta1.MsgJoinPool,834652294611428883212896298,3214397351234449546959,2143702105627835760640.000000,1.2827891007303953e-06
4711515,osmo1clxyls0urvyt5j8xafhw3vnmyymhdvsacz2jew,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219337620604251387512,1793302947822861,1196168183806019.500000,1.3503926639817046e-08
4711518,osmo1e9k6h3rmr8e04jcwra4279z698w02pexu03qxs,1,/osmosis.gamm.v1beta1.MsgJoinPool,392317186143460159913064359,5076706791672937,3385771470069335.500000,4.310122985332528e-12
4711522,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,619,/osmosis.gamm.v1beta1.MsgJoinPool,329141721693140938954546,194686952527226,129835825530926.515625,1.970310131074879e-10
4711529,osmo1dlyc338nvxwkv39cya0lc9hn6h0aut7274erua,712,/osmosis.gamm.v1beta1.MsgJoinPool,595701294663356962059550,8872697098827323345,5917912680068869120.000000,4.959956092842927e-06
4711530,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,605,/osmosis.gamm.v1beta1.MsgJoinPool,834655509008780117662443257,763820761686859501,509396940151644032.000000,3.048249464481059e-10
4711534,osmo1wfqwrljv5alfqqadl8e4xgszypkemxzlt7dzg6,3,/osmosis.gamm.v1beta1.MsgJoinPool,105772644032968619294670341,455599195479543060836,303878032870678921216.000000,1.4343897855803712e-06
4711534,osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,651,/osmosis.gamm.v1beta1.MsgJoinPool,1864322652022672181411,21751435903861436,14505954865574460.000000,3.886251800303925e-06
4711538,osmo1whr7tunwajxl4mkr439htq42tum4p6yc4u39jj,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912468143877836387916,50347519435528127,33588399716581252.000000,8.762391343231379e-06
4711542,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520152604048775109,1857872243626,1239207017633.512695,1.7751203523415883e-09
4711557,osmo1dvslrm9zzkdn6cgn4dyve0vfgent2v5ujn3sd9,3,/osmosis.gamm.v1beta1.MsgJoinPool,105773099632164098837731177,9477928376321765,6321640290989423.000000,2.984017765820751e-11
4711560,osmo1dcvlnewq7ktr5kd47755d4x7jvzsn3aepx5v9h,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219339413907199210373,563687204134954,375990403642276.000000,4.244676555435582e-09
4711562,osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,649,/osmosis.gamm.v1beta1.MsgJoinPool,20486508527729265001833,1477738029279373551,987147667078608256.000000,2.394179450591819e-05
4711567,osmo1dcvlnewq7ktr5kd47755d4x7jvzsn3aepx5v9h,605,/osmosis.gamm.v1beta1.MsgJoinPool,834655509772600879349302758,34850879774046560562,23242274115835351040.000000,1.3908258038315993e-08
4711571,osmo1xytf56mc3eymrzt7gvdxnsmsfgzyw3kmd0kjzt,722,/osmosis.gamm.v1beta1.MsgJoinPool,1757459850247777864256873,19782525639320797147,13192882864218286080.000000,3.74940007778572e-06
4711572,osmo1we88n8hac25ljvg72aavdp4h9jkqd8aspcwmyx,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972112589779377557376569,4872943479826275132,3249952222008480768.000000,5.460705876186842e-07
4711599,osmo1dcvlnewq7ktr5kd47755d4x7jvzsn3aepx5v9h,621,/osmosis.gamm.v1beta1.MsgJoinPool,8846923730631876928319,8777060917245187,5854330923148233.000000,3.3036582832019526e-07
4711612,osmo1cfts4zw4w8mcuu3z8qwlmqkt5jhwpu7tynv3tz,704,/osmosis.gamm.v1beta1.MsgJoinPool,447830864066459003358941,288380502978643287,192333761886618720.000000,2.1447060284657581e-07
4711612,osmo132ntpvht8jef8hd6h8nulrvuj67z6wkspgv4yp,704,/osmosis.gamm.v1beta1.MsgJoinPool,447830864066459003358941,12125446660455328,8086998762650827.000000,9.017796435078205e-09
4711619,osmo1hlm27dkcsmgzxrgx2wc89j92atjc8gqfa7mppk,704,/osmosis.gamm.v1beta1.MsgJoinPool,447831164572408642457556,3107337598444871875,2072421414026362624.000000,2.3109035407810685e-06
4711622,osmo1q02xlmlkce0qvfghffpwp8ew5y2hczu82q4uwt,1,/osmosis.gamm.v1beta1.MsgJoinPool,392316353302673790635256668,1408590123915186769,939420858891454080.000000,1.1958952412169823e-09
4711623,osmo1n0r5zq8a49dp29mheyjj7uc5ld5s4tm6fr6k2m,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972117462722857383651701,286223101289163987672,190893124017527029760.000000,3.2065494398471664e-05
4711623,osmo1eh8pkj7y8ylexhfms7t6cyl3sv95mwqs9v9nuw,722,/osmosis.gamm.v1beta1.MsgJoinPool,1757635153996467683287251,48770900469845012382,32525107704255954944.000000,9.242213590312487e-06
4711628,osmo1kr4cmq85lhc88q49v4wksqpgrdt6anl5qlee8a,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972403685824146547639373,5829395072361939093,3887846339039291904.000000,6.53187623927999e-07
4711639,osmo1ky9ccv8d7l0zjt98kpr4rmj366unmf6dy3aluh,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075189242737945288343663,30196161591983723029,20140878268780814336.000000,9.351316868697662e-06
4711649,osmo1r0h2c2qyrzdlnl9pda4w92gfz0zs5hmv5v62y7,1,/osmosis.gamm.v1beta1.MsgJoinPool,392316354711263914550443437,103151185908110172662,68793876952741978112.000000,8.757545134529423e-08
4711650,osmo1el05j5aakvy40wsgeq0r099pyvrtn49hrr6cyt,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520154461921018735,80293738420861,53556192824629.210938,7.67173053135504e-08
4711656,osmo1el05j5aakvy40wsgeq0r099pyvrtn49hrr6cyt,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520234755659439596,12957708564533,8642835071522.594727,1.238055234950151e-08
4711660,osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,648,/osmosis.gamm.v1beta1.MsgJoinPool,293869605454523067010073471,480510788314348192656,320448389664834191360.000000,5.446688258642078e-07
4711664,osmo1yjm69g3d8alpf70rm605e4m9me8yd6vtym5x0r,1,/osmosis.gamm.v1beta1.MsgJoinPool,392316457862449822660616099,878296675417794163150,585756071389417766912.000000,7.456700627448083e-07
4711670,osmo1mmh0wqwq9wluc6zle5evtu5nv84y5wc5p6wr45,690,/osmosis.gamm.v1beta1.MsgJoinPool,1400605096177077017148951,521872281146000966,348097782851779648.000000,1.2407087787732118e-07
4711679,osmo16tsx2we7lzeekr9vtcu6tl5f9tkduvrwhn25hq,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520247713368004129,33513819341855,22353829903327.195312,3.2021055560039385e-08
4711689,osmo1grhdxmrvwnzkhd7zurqr6p7zk562284pz2d5hu,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219339977594403345327,3551867123159796,2369164926087009.500000,2.6746258817351725e-08
4711693,osmo1grhdxmrvwnzkhd7zurqr6p7zk562284pz2d5hu,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219343529461526505123,1652314058092252,1102125833420864.000000,1.2442250811885749e-08
4711698,osmo1c4awx8t00jkayepzkpn5akpwllgpkj4evhvyc6,1,/osmosis.gamm.v1beta1.MsgJoinPool,392317336159125240454779249,222413894870491774395,148332895851832311808.000000,1.8882895579468477e-07
4711708,osmo1c4awx8t00jkayepzkpn5akpwllgpkj4evhvyc6,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399761620394790395278283,7708867670986994772,5141824526950808576.000000,1.8338841785907902e-06
4711711,osmo1rsks3gfv2rcf3atj8gs09yyhrftyn7j5vuu9v7,712,/osmosis.gamm.v1beta1.MsgJoinPool,595739989915558819409327,3482146127865529395,2322522283181705728.000000,1.946492615939422e-06
4711719,osmo1nlyct0clnlqssdrphp4xhpfj0ky2j72jgrdecs,722,/osmosis.gamm.v1beta1.MsgJoinPool,1757770636334915258266616,125752806733780047769,83864016118742728704.000000,2.3825517335150782e-05
4711724,osmo1cfts4zw4w8mcuu3z8qwlmqkt5jhwpu7tynv3tz,722,/osmosis.gamm.v1beta1.MsgJoinPool,1757896389141649038314385,6334586537543294209403,4224509029168232529920.000000,0.0011874037483679905
4711727,osmo1w8nv8dfp67gsd443sxtsvjuh2lv2vwpsvs3zvr,722,/osmosis.gamm.v1beta1.MsgJoinPool,1764230975679192332523788,225832538998950115045,150606767217840914432.000000,4.2623028700842215e-05
4711743,osmo1q5j8am95lgsvp02kjl36j0wufhktxtup2g29tm,1,/osmosis.gamm.v1beta1.MsgJoinPool,392317579872225994922092791,380235150161811079578,253587488142318665728.000000,3.2281829821714176e-07
4711759,osmo1r0h2c2qyrzdlnl9pda4w92gfz0zs5hmv5v62y7,1,/osmosis.gamm.v1beta1.MsgJoinPool,392317960107376156733172369,69785086157233682045,46541264532953595904.000000,5.924737476873696e-08
4711760,osmo19d6e6ewlgaea5aulxhzsfqrkv7ccq45eaxuls8,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219345293339053340050,10346253019588584,6901153371026124.000000,7.790927714866025e-08
4711763,osmo1q2qwwynhv8kh3lu5fkeex4awau9x8fwtz6yk2q,719,/osmosis.gamm.v1beta1.MsgJoinPool,15708039804429066569246702,128496542432539318087,97082074627017015296.000000,1.999830473084902e-06
4711767,osmo1m8yf3g2m9p7danjvt4ga6vzewy380pk5p7lldh,722,/osmosis.gamm.v1beta1.MsgJoinPool,1764458056117741668028075,705718957185757737980,470640994328044896256.000000,0.0001330696487875425
4711769,osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,605,/osmosis.gamm.v1beta1.MsgJoinPool,834655544623480653395863320,606605426706508719324,404549030012303507456.000000,2.420830450734041e-07
4711771,osmo1ky9ccv8d7l0zjt98kpr4rmj366unmf6dy3aluh,712,/osmosis.gamm.v1beta1.MsgJoinPool,595743480521704363545844,5355717307329455254,3572157035327879168.000000,2.9937585269469427e-06
4711774,osmo1cfts4zw4w8mcuu3z8qwlmqkt5jhwpu7tynv3tz,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972409515219218909578466,186943711985304927038,124679905414953664512.000000,2.0943295176065535e-05
4711780,osmo1qk4g4pv07gymxchkucjfluepm5q59v8ac0q24c,641,/osmosis.gamm.v1beta1.MsgJoinPool,22165398720367482565596395,288219069640819552984,192211779964664709120.000000,4.331234605449672e-06
4711781,osmo1r0h2c2qyrzdlnl9pda4w92gfz0zs5hmv5v62y7,1,/osmosis.gamm.v1beta1.MsgJoinPool,392318029892462313966854414,22911942544690303072,15280496702886582272.000000,1.9452189097210066e-08
4711783,osmo1gjx4tfakf640ws9jr8t972mkmesyhu5v0yx7pe,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972596458931204214505504,2303484808626349731,1536282044548744704.000000,2.5809119727240194e-07
4711784,osmo1k6uxdd37tclwkp962kpdvtclqmvv0d4jqq63gu,674,/osmosis.gamm.v1beta1.MsgJoinPool,845008237462172360075170,1111281086002659340,741103914521923328.000000,4.3807349279163886e-07
4711784,osmo1axmpg8gs9ptxds5eweyhhhm33gudd5v290fsf8,1,/osmosis.gamm.v1beta1.MsgJoinPool,392318052804404858657157486,225144793729754830,150154194545013440.000000,1.9114745936232017e-10
4711786,osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,719,/osmosis.gamm.v1beta1.MsgJoinPool,15708168300971499108564789,11590585618228428735,8756952340180146176.000000,1.803917981662013e-07
4711793,osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,716,/osmosis.gamm.v1beta1.MsgJoinPool,589607378594944621676,64472754598973195,42990166231512248.000000,3.64234572209141e-05
4711793,osmo1k6uxdd37tclwkp962kpdvtclqmvv0d4jqq63gu,674,/osmosis.gamm.v1beta1.MsgJoinPool,845009348743258362734510,673116123645986584,448895423889784256.000000,2.6534637030985915e-07
4711796,osmo1cfts4zw4w8mcuu3z8qwlmqkt5jhwpu7tynv3tz,1,/osmosis.gamm.v1beta1.MsgJoinPool,392318053029549652386912316,6833558365698009250693,4557455827778782887936.000000,5.801373382301761e-06
4711801,osmo16cemgtx5cwuxzfprp7zg96pmkpkhzzyffh5up3,712,/osmosis.gamm.v1beta1.MsgJoinPool,595749132131801584134636,7511248276977112979,5009853365482660864.000000,4.198579696414711e-06
4711808,osmo1hzl2sgk8kcurctkzx95nqw0mxj2vftf9x57ged,611,/osmosis.gamm.v1beta1.MsgJoinPool,1075219438899537272066692,86368449515932579,57607865909206816.000000,2.674856464509244e-08
4711810,osmo10rgny3xd5fvg02wnmy4h9zuktnfthvrlwdjwf5,1,/osmosis.gamm.v1beta1.MsgJoinPool,392324913515785463919467923,443885444433635476418,296037320139814207488.000000,3.768499449786381e-07
4711834,osmo15z2r3y9e75gzjpad3tj66y6vngxqz5zpl0ar8q,674,/osmosis.gamm.v1beta1.MsgJoinPool,845010021859382008721094,10244016552608734400,6831647603104750592.000000,4.038111590407705e-06
4711845,osmo1a3nm66sw7ejp454azqem2d88g5m7lc6d9pzgcg,704,/osmosis.gamm.v1beta1.MsgJoinPool,447834272519788142982368,464890276517637080,310055967111512128.000000,3.4573911893694343e-07
4711849,osmo17u2jm3yx67mg5udl9keh5nq6gddpfjn5fydx88,704,/osmosis.gamm.v1beta1.MsgJoinPool,447834737410064660619448,12583660442819481016,8392601879366802432.000000,9.357704162685594e-06
4711850,osmo14ndsjg6xl5drtc939y7sf86ztq68gq9umj7le5,690,/osmosis.gamm.v1beta1.MsgJoinPool,1400585035439854441637461,963976367673703411,642988808625478784.000000,2.2918058343727524e-07
4711850,osmo10rgny3xd5fvg02wnmy4h9zuktnfthvrlwdjwf5,1,/osmosis.gamm.v1beta1.MsgJoinPool,392324913515785463919467923,661795950098044236398,441366803086732754944.000000,5.618507085946855e-07
4711858,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,5,/osmosis.gamm.v1beta1.MsgJoinPool,10727766123036116956036504867,849738988436388618517,566681867800704385024.000000,2.6385460876205082e-08
4711864,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520281262950152399,29654831902267,19779872338428.191406,2.833395234501009e-08
4711866,osmo1nvr4q6tjz983hmy8ax3hcsplkehjww3dggpuaj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972518621776375386490656,66534848353571077401,44374632938569318400.000000,7.454528969108572e-06
4711870,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,605,/osmosis.gamm.v1beta1.MsgJoinPool,834656163048711485238056928,176337481623673111296,117600591760258203648.000000,7.037251410703828e-08
4711877,osmo14vae3yzzm43j4uc6x82e0ltxaxwjlu2szdm2tv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392325836750755251841452134,111234661852562903592,74184931302504988672.000000,9.443604152856556e-08
4711877,osmo1y7zfelflwnm9aaldd9xp5x4p8azn8vddweawqp,662,/osmosis.gamm.v1beta1.MsgJoinPool,10586718781365824085855,816399290206753868,544385151757477632.000000,2.5687957897441543e-05
4711881,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,625,/osmosis.gamm.v1beta1.MsgJoinPool,66310784599186232263359869,24066057842223772516,16054615860891170816.000000,1.208164447986569e-07
4711883,osmo14vae3yzzm43j4uc6x82e0ltxaxwjlu2szdm2tv,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399769329262461382273055,3851236975007057173,2568779953470877696.000000,9.16184115986269e-07
4711892,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,641,/osmosis.gamm.v1beta1.MsgJoinPool,22165686939437123385149379,14121795754451409202,9417751232224927744.000000,2.1222150877008963e-07
4711892,osmo1theac8t0s7svunst4n8r5hlnp38js2zfa7acyt,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219355639592072928634,6217775230994360,4147377839534583.500000,4.682104673890582e-08
4711899,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,662,/osmosis.gamm.v1beta1.MsgJoinPool,10587535180656030839723,66492637998931985,44338114035641232.000000,2.0924706266198204e-06
4711902,osmo1hvfjpueugazsdx6dfr2hkv4j59kuzpayhpparh,585,/osmosis.gamm.v1beta1.MsgJoinPool,216912954846631291036033,14998582473700619403,10004272154020028416.000000,2.3019709950070057e-05
4711912,osmo1kxauuat4yn7fuxpunf9q0emxd5rkfjy2waaweq,662,/osmosis.gamm.v1beta1.MsgJoinPool,10587601673294029771708,32479162267935670,21657507413692300.000000,1.0220969350233319e-06
4711915,osmo1wh0ch7eefffw9p8v6ct39esn9cc9vaew9evj4n,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399773180499436389330228,7720135154133883116,5149339952519691264.000000,1.8365494202833357e-06
4711917,osmo1c007387yry65h9x8lfr8fxpre0k6g952edghmf,712,/osmosis.gamm.v1beta1.MsgJoinPool,595752462950547283389320,11601196960741001929,7737767877483330560.000000,6.484577766221741e-06
4711919,osmo12pgtk90nlrzqftdl2w9kewe6rrkzaszk2c9umm,1,/osmosis.gamm.v1beta1.MsgJoinPool,392325947749644325750622390,881460543326665991,587866127010218368.000000,7.483430958876394e-10
4711920,osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,704,/osmosis.gamm.v1beta1.MsgJoinPool,447847736100353914834540,350826220510960213,233981583575830336.000000,2.609019822883816e-07
4711924,osmo1qwp0nuy7pm454pu0ewzgxptarlz3hvf6nz4uq0,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520310917782054666,13635607110740,9094995675452.892578,1.3028253331482132e-08
4711931,osmo1vf68rkgk502k4ja6l2mq9t8pcdrp5qpzny7xcc,674,/osmosis.gamm.v1beta1.MsgJoinPool,844867304136510847604367,1711036785287457630,1141075894694484096.000000,6.746117675455334e-07
4711940,osmo1kxauuat4yn7fuxpunf9q0emxd5rkfjy2waaweq,643,/osmosis.gamm.v1beta1.MsgJoinPool,13528995134494771566742,730070561154017361,486958214736422912.000000,1.796681490665947e-05
4711944,osmo1tgepwzelsxzn82tp6v0qwx49f0zeqrfv6a0edk,611,/osmosis.gamm.v1beta1.MsgJoinPool,1074795371036136238788191,91974424763955549656,61347058544809984000.000000,2.848867524749973e-05
4711954,osmo16j9u5ww0h776aqsh003dkas4mu02f3vxdjyet2,712,/osmosis.gamm.v1beta1.MsgJoinPool,595782987939373596615656,946513045601085235,631305395870392448.000000,5.290620115047955e-07
4711960,osmo1twfv52yxcyykx2lcvgl42svw46hsm5ddff2hm8,633,/osmosis.gamm.v1beta1.MsgJoinPool,446558716320748448252207095,9690444624253603154938,6462466314152572878848.000000,7.2280932191747475e-06
4711969,osmo1lvv6r28fz8nkwephf39z4ru46536fst80lggca,704,/osmosis.gamm.v1beta1.MsgJoinPool,447848206718901321944778,464367599277576275,309707370452601152.000000,3.453396597526635e-07
4711973,osmo1hvtvy09xkz8as33w9u5wnuyned6ypwvt4s683h,1,/osmosis.gamm.v1beta1.MsgJoinPool,392326061178604109842827666,1060343411425379357213,707167188928197820416.000000,9.002036613209612e-07
4711978,osmo1jqppzkqwnvrqmsskm0f2nrawdsqmhkhp3wd23d,1,/osmosis.gamm.v1beta1.MsgJoinPool,392330170850004866725480459,1863740200414093370,1242970818904420352.000000,1.5822626419761693e-09
4711993,osmo1l2jph2tk82ma799cv2veakx9wsy0rlxgrygn8t,604,/osmosis.gamm.v1beta1.MsgJoinPool,348520324553389165406,1268444284965228,846056592318873.625000,1.2119324079157605e-06
4711993,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,712,/osmosis.gamm.v1beta1.MsgJoinPool,595783934452419197700891,189684612651100946402,126515867939441360896.000000,0.00010592493157202657
4711993,osmo1wh0ch7eefffw9p8v6ct39esn9cc9vaew9evj4n,1,/osmosis.gamm.v1beta1.MsgJoinPool,392330098604336857593495809,222467276935324802604,148368497567578718208.000000,1.8886813294043016e-07
4712002,osmo1l2jph2tk82ma799cv2veakx9wsy0rlxgrygn8t,605,/osmosis.gamm.v1beta1.MsgJoinPool,834667404477190368253911596,976656003925890760821,651338121370077626368.000000,3.897561328180398e-07
4712002,osmo143umh8dt7nyvd7z4dhyehzpmm7c82rpcy7969z,629,/osmosis.gamm.v1beta1.MsgJoinPool,612285044534850211770,1377741261419129,918958793560841.750000,7.492905009155344e-07
4712009,osmo1rq2yhpmdet4ptmkczv0vmmv80guzm3u4qjkv0u,1,/osmosis.gamm.v1beta1.MsgJoinPool,392330692969789066191915362,222468138789374732006,148369072357688410112.000000,1.8886857849940327e-07
4712009,osmo1em4cgc7zycemw0st7k9z2wtxk4k8aq0fl9w7dh,1,/osmosis.gamm.v1beta1.MsgJoinPool,392330692969789066191915362,222468321158490521206,148369193983808372736.000000,1.888687333248862e-07
4712010,osmo17j28rhfraz6mtflue6cp6kz4hct605u6nk0ll2,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972585636968177393178173,24970636095419788796,16653871443255054336.000000,2.7977511528868583e-06
4712012,osmo18r8kd2znaz5pssmw2fyps4htph7gvpndxnfh3l,1,/osmosis.gamm.v1beta1.MsgJoinPool,392331137906249014057168574,222468348912391301748,148369212493517389824.000000,1.8886854269438297e-07
4712013,osmo1pdywjtlhpxrw8lalwz0g6as3zudzj56a2mrdx4,1,/osmosis.gamm.v1beta1.MsgJoinPool,392331360374597926448470322,2307359197027499695,1538830438919918848.000000,1.9588766592705373e-09
4712017,osmo1l2jph2tk82ma799cv2veakx9wsy0rlxgrygn8t,619,/osmosis.gamm.v1beta1.MsgJoinPool,329141789615939895000790,3493006375205156023,2329469748344478720.000000,3.5349493578341233e-06
4712029,osmo143umh8dt7nyvd7z4dhyehzpmm7c82rpcy7969z,722,/osmosis.gamm.v1beta1.MsgJoinPool,1765753064043344113625784,33195465225636524344,22137915670109061120.000000,6.261875304472439e-06
4712029,osmo1rq2yhpmdet4ptmkczv0vmmv80guzm3u4qjkv0u,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399780900634590523213344,7716979144168369008,5147234889864504320.000000,1.8357885221457624e-06
4712031,osmo1em4cgc7zycemw0st7k9z2wtxk4k8aq0fl9w7dh,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399788617613734691582352,7716836947964324775,5147140044815814656.000000,1.8357445754426925e-06
4712033,osmo18r8kd2znaz5pssmw2fyps4htph7gvpndxnfh3l,497,/osmosis.gamm.v1beta1.MsgJoinPool,1399796334450682655907127,7716708668086591217,5147054481974448128.000000,1.835703939867599e-06
4712036,osmo1jy7hg7q4mw5kpj5r6xa5akvf7hvtdjua4qcy7a,604,/osmosis.gamm.v1beta1.MsgJoinPool,348521601112955938197,460806389447341,307359407264205.187500,4.4027794095818735e-07
4712036,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,712,/osmosis.gamm.v1beta1.MsgJoinPool,595974381676989635974322,132264095210449807414,88217523650977316864.000000,7.385757872456798e-05
4712039,osmo1hvtvy09xkz8as33w9u5wnuyned6ypwvt4s683h,9,/osmosis.gamm.v1beta1.MsgJoinPool,1354600946341410282503581691,214001289016413347846282,142715710566576624238592.000000,5.25998271540343e-05
4712048,osmo1jy7hg7q4mw5kpj5r6xa5akvf7hvtdjua4qcy7a,601,/osmosis.gamm.v1beta1.MsgJoinPool,44219361857367303922994,79882749274822788,53283358081523072.000000,6.015294153343685e-07
4712062,osmo17j28rhfraz6mtflue6cp6kz4hct605u6nk0ll2,712,/osmosis.gamm.v1beta1.MsgJoinPool,596106696506583071229188,6821352261307562357,4549706430048627712.000000,3.810673135443772e-06
4712063,osmo17u2jm3yx67mg5udl9keh5nq6gddpfjn5fydx88,704,/osmosis.gamm.v1beta1.MsgJoinPool,447429120268514039071357,21569094865892614593,14385387060489678848.000000,1.6053197600724388e-05
4712064,osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,/osmosis.gamm.v1beta1.MsgJoinPool,447450689363379931685950,42537152320059719749,28369915584296923136.000000,3.1653081866769186e-05
4712067,osmo18p3f0223j9mmxv07rs7hsvha5gs6dnrep2gqkl,1,/osmosis.gamm.v1beta1.MsgJoinPool,392330886119217705561187660,702861038036981802590,468754046208119668736.000000,5.967048247737822e-07
4712067,osmo1v8h2dtx2n525h75fueljyk6qu2q79ktmck37a0,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972611819867604215326759,1522201433129440978,1015214305362697984.000000,1.705524902029727e-07
4712071,osmo1r8evrfy53c2fyq8sm33rqjms6yrc2d694phhc0,1,/osmosis.gamm.v1beta1.MsgJoinPool,392331588980255742542990250,12675240012288153219,8453406464261156864.000000,1.0760879972717599e-08
4712076,osmo1c007387yry65h9x8lfr8fxpre0k6g952edghmf,712,/osmosis.gamm.v1beta1.MsgJoinPool,596113517858844378791545,10873528210240007383,7252427278394374144.000000,6.074182997387024e-06
4712077,osmo18hqlg4wrzulyacw4zmggaufysawcwksdp7rn4e,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972613342069037344767737,12387635731551849,8261787652136662.000000,1.3879531419047702e-09
4712089,osmo1fm05ux3w4598c98cr9v6pxx4tfzt25numy97hz,678,/osmosis.gamm.v1beta1.MsgJoinPool,2972613354456673076319586,5624105652833738476,3750930980198665216.000000,6.301404887346325e-07
4712090,osmo1vvye9uaufwfzk8gkcwd45xqe0ey4puvzy07js9,584,/osmosis.gamm.v1beta1.MsgJoinPool,167564472489523367658032,553447320235060175,369088350710193280.000000,1.1002161664419746e-06
4712092,osmo18p3f0223j9mmxv07rs7hsvha5gs6dnrep2gqkl,674,/osmosis.gamm.v1beta1.MsgJoinPool,844875450271640233407770,18151497500118223040,12105079462983256064.000000,7.15611759418901e-06
4712097,osmo1vvye9uaufwfzk8gkcwd45xqe0ey4puvzy07js9,629,/osmosis.gamm.v1beta1.MsgJoinPool,612286422276111630899,2244338785138214,1496982720984930.750000,1.2205853508408477e-06
