block,sender,pool_id,msg_type,original_shares,share_adjustment,new_total_shares
4710070,osmo1kcffjf3y5p65qv9yt9j7pn0e7v3h43kcxhaky4,1,/osmosis.gamm.v1beta1.MsgJoinPool,392274717469161326966366524,184378829589796027440,392274533090331737170339084
4710071,osmo1huaayys7a8uv9d6e7ps9avzxfm9ffe955sl7hf,627,/osmosis.gamm.v1beta1.MsgJoinPool,321012318845094359699263,2571852632050566,321012316273241727648697
4710073,osmo1q6vnjhcm5mj4vhdmvpmcr9ugvvzrqlc5v5qyjn,1,/osmosis.gamm.v1beta1.MsgJoinPool,392274533090331737170339084,377047462634650732,392274532713284274535688352
4710074,osmo1q9f32exz4dff8amtt7ppl9nsnkr7myzhc2uzzv,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401642561014415106982564,34313349100863972651,1401608247665314243009913
4710078,osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912013852779547798127,320107218254232,1912013532672329543895
4710078,osmo1dky9zrjwttgz677zr7jw34wvr3u6ap2tekcdm3,674,/osmosis.gamm.v1beta1.MsgJoinPool,844029358593217343149973,18217593040768,844029358574999750109205
4710084,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,1,/osmosis.gamm.v1beta1.MsgJoinPool,392274630950241788562488797,36516851130076413671,392274594433390658486075126
4710089,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,577,/osmosis.gamm.v1beta1.MsgJoinPool,1912013532672329543895,2056275168306005,1912011476397161237890
4710092,osmo1l4zazvpdm6uplllq9vangmkj2ttkhlmx90rhqv,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401608247665314243009913,1279399946449440255,1401606968265367793569658
4710101,osmo1p5t6df7a2hdy9p48z99we2er4ky4qkg0vlxmgm,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401606968265367793569658,34167324256253105310,1401572800941111540464348
4710103,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,674,/osmosis.gamm.v1beta1.MsgJoinPool,844029358574999750109205,74956639321,844029358574924793469884
4710106,osmo1s3deqddavqt2nfcmnx0ecxqlgzwq5p6e6gq8um,604,/osmosis.gamm.v1beta1.MsgJoinPool,348474660887474172382,10903946692214,348474649983527480168
4710107,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,601,/osmosis.gamm.v1beta1.MsgJoinPool,44191863357192552439572,11619264802931114,44191851737927749508458
4710113,osmo1n93esxf3her0vszqzyskq5lp763qhs3ddltf8g,604,/osmosis.gamm.v1beta1.MsgJoinPool,348474649983527480168,7600221027679,348474642383306452489
4710114,osmo1d63mzgwjl0x3e70e5hx4qvrq0tazexpwkeupe2,704,/osmosis.gamm.v1beta1.MsgJoinPool,445971748689013459647017,209442630536605,445971748479570829110412
4710117,osmo15sr37ctf42xhgg00n2unctdpxprast5f6aa0cp,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970677400669607220269725,1864054367251351053,2970675536615239968918672
4710121,osmo1meqm5tpusjywkxvd933degsh5fyqw9hdhumy8j,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401570685350764112061468,34091320564289250083,1401536594030199822811385
4710124,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567268852972714579906487,990735913470860710,567267862236801109045777
4710127,osmo1zl9t43fvpxjatedsqvusp4nedh6qqvcqj0823c,580,/osmosis.gamm.v1beta1.MsgJoinPool,1574752062357900840449,3830673629801,1574752058527227210648
4710130,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567266124694381169232913,1496652729784325499,567264628041651384907414
4710137,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,604,/osmosis.gamm.v1beta1.MsgJoinPool,348474642383306452489,7746449314318,348474634636857138171
4710139,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567262003236117082619030,2234502276136156488,567259768733840946462542
4710142,osmo193tkk6a9nx7ejn2aazmzcjkly68gjfplxlpyjk,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970722021846365430357908,90282649264108728,2970721931563716166249180
4710143,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,605,/osmosis.gamm.v1beta1.MsgJoinPool,834422860843534744779563749,24041034510622459372,834422836802500234157104377
4710144,osmo1mzp9lhpjl8ndppzmuzh7c5zdjha597yekaeky7,604,/osmosis.gamm.v1beta1.MsgJoinPool,348474634636857138171,58517603019913,348474576119254118258
4710145,osmo1j8rp9ke4z0hy8rtuk2e7t6pzgxq3d3ykveumpk,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736721030190601246555350,2064382933135684670,1736718965807668110870680
4710145,osmo14508pu9y377m37ama9qtmjq3nc44mej2lu7x4w,497,/osmosis.gamm.v1beta1.MsgJoinPool,1401536594030199822811385,34034154894617080941,1401502559875305205730444
4710145,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567255850008062273948494,3351463100639949257,567252498544961633999237
4710149,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567246621110340496842117,5037969528175223907,567241583140812321618210
4710151,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,601,/osmosis.gamm.v1beta1.MsgJoinPool,44191851737927749508458,239203835888589,44191851498723913619869
4710153,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567232748470358274970914,7546950013963924548,567225201520344311046366
4710157,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567211967905642883369182,11321602232738835542,567200646303410144533640
4710159,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127144814614126786974,196516320441370,2127144618097806345604
4710159,osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122790648523403120523385,2224015287207513742,22122788424508115913009643
4710161,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567181218691496453958094,16974495799252353595,567164244195697201604499
4710164,osmo1mm5h8laet8ka59czggchqjcylngdhd5ya5jvcm,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970721931563716166249180,83929597377198694,2970721847634118789050486
4710167,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567134486317334147143571,25457192732791316008,567109029124601355827563
4710167,osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,619,/osmosis.gamm.v1beta1.MsgJoinPool,329114231426602600231731,70835398140565125,329114160591204459666606
4710171,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,567064409733977566443883,38187190549944995829,567026222543427621448054
4710175,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,566959312148541151455606,57291935086832021114,566902020213454319434492
4710180,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,566801682671445636397820,85963372249365889555,566715719299196270508265
4710181,osmo1h0mt5me03uzd2sstl4t8ruf6jevrxvq2nc3z6n,704,/osmosis.gamm.v1beta1.MsgJoinPool,445971930468014760583634,54792310730977378,445971875675704029606256
4710183,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,566565275318811901130985,129044352211569585972,566436230966600331545013
4710184,osmo1jc5n4ckavk0f8zevxvjmwhe7sdq68w47fr2305,1,/osmosis.gamm.v1beta1.MsgJoinPool,392268545682222008566623749,36571248391022031646,392268509110973617544592103
4710187,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,566210631366233004919221,193792135994762570548,566016839230238242348673
4710189,osmo1zpcf8ndnucaft99fh0nhpen2qpmek5duqzg2jt,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122788424508115913009643,1584439274318904534,22122786840068841594105109
4710190,osmo1serprvezljws40hclguthzcn7rpev526mswgye,712,/osmosis.gamm.v1beta1.MsgJoinPool,566016839230238242348673,6766675812229388,566016832463562430119285
4710190,osmo1jc5n4ckavk0f8zevxvjmwhe7sdq68w47fr2305,497,/osmosis.gamm.v1beta1.MsgJoinPool,1400241108691303335108481,1279491333628396850,1400239829199969706711631
4710191,osmo1da85gjhaupl8ae7ee66sw9zh585uu9j3hkd8un,601,/osmosis.gamm.v1beta1.MsgJoinPool,44191851498723913619869,42010815215717041,44191809487908697902828
4710192,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,565678577843960563662197,291265957281897870411,565387311886678665791786
4710194,osmo1v5740e4eseyy2ssp0vc44nrr202e7pg6jpz5zf,674,/osmosis.gamm.v1beta1.MsgJoinPool,844029773633549869251525,206263544619326,844029773427286324632199
4710196,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,564880131102608198076714,438264540876913986494,564441866561731284090220
4710200,osmo1da85gjhaupl8ae7ee66sw9zh585uu9j3hkd8un,601,/osmosis.gamm.v1beta1.MsgJoinPool,44191809487908697902828,112411774900905821,44191697076133796997007
4710200,osmo1ux20lcw7et2j8kl8gfdep78lacew4dqqjp5dvp,712,/osmosis.gamm.v1beta1.MsgJoinPool,563681427928248196971884,660572116127724793252,563020855812120472178632
4710205,osmo13fdna69jwrumejmkdlx7vxdtr2ep0v70axemjx,712,/osmosis.gamm.v1beta1.MsgJoinPool,561880752020595880742856,978260145525720648,561879773760450355022208
4710217,osmo13f74p36f3fs42ty4jq6dp62w2z6zmy8pmmq9ag,1,/osmosis.gamm.v1beta1.MsgJoinPool,392268509110973617544592103,28307237307672628527,392268480803736309871963576
4710225,osmo12pek06px76y2mr2fp7ew4wz8asxv3rpwgvdjww,605,/osmosis.gamm.v1beta1.MsgJoinPool,834422849739175636352309011,2082687999719964750135,834420767051175916387558876
4710226,osmo1qn5u0j0wf2tpxqzs38vdz7qe535am3cgju6ra3,1,/osmosis.gamm.v1beta1.MsgJoinPool,392268480803736309871963576,3753469778568642913,392268477050266531303320663
4710236,osmo1rdlp2qaspxuywh8l5wnecttuvfyhkymzr5nmgs,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201126380242235410318250,2793187679484444901,1201123587054555925873349
4710241,osmo13vn7ja2rtlyjc3raddecgfauwpsq9tplq6l2er,584,/osmosis.gamm.v1beta1.MsgJoinPool,167557978690039724742168,308013623894895984,167557670676415829846184
4710244,osmo16per8t6tqsz6hqd23ff0vpu989e0xmhykwr822,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640429789371150764410192,29504005071943553581,105640400285366078820856611
4710247,osmo1504pmhtrx6usvw2me6t3wgztypztf8m2l5mp5m,1,/osmosis.gamm.v1beta1.MsgJoinPool,392268491218176771582152800,868474831815124598,392268490349701939767028202
4710247,osmo15w8mymz8qxqv4pp6km5tye39nfuqenwt0gnfsk,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201123587054555925873349,3699616926940100821,1201119887437628985772528
4710249,osmo1qxprregw2tvclv5ecg23u8cm8vwx500a5qlv5a,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201119887437628985772528,868028478493269146,1201119019409150492503382
4710250,osmo16per8t6tqsz6hqd23ff0vpu989e0xmhykwr822,604,/osmosis.gamm.v1beta1.MsgJoinPool,348473789931640010252,59358884731325,348473730572755278927
4710268,osmo17s6ghz5lu200k3y4kp3p768mq8jm66pvuqguhk,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201119019409150492503382,8796040417005330262,1201110223368733487173120
4710268,osmo1ftysh5u342vlvlt7fsfs0q0kmh727mxsjxue3t,712,/osmosis.gamm.v1beta1.MsgJoinPool,561881363151183146455725,81764261775643640,561881281386921370812085
4710279,osmo1sc3xzrrlxskzmndq885g0qhwgn6w0fahz85cpu,9,/osmosis.gamm.v1beta1.MsgJoinPool,1350728336478155613992004161,3223238581030423724527,1350725113239574583568279634
4710291,osmo1far5sz4zzj4rkx6u3ea7kaqxaahntwrv8gg9fm,674,/osmosis.gamm.v1beta1.MsgJoinPool,844030691150385457655446,5678289720898932,844030685472095736756514
4710294,osmo15ztn40wpqv6j3rcjeqe3kehf836zwlwf7wawzw,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539714517936017165126138,2870706247489443279,15539711647229769675682859
4710317,osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,712,/osmosis.gamm.v1beta1.MsgJoinPool,561893301823476672372608,163522997939890924,561893138300478732481684
4710322,osmo1hnd7y8fceq65ekm9ukd27szyptcu27jsg88sl3,604,/osmosis.gamm.v1beta1.MsgJoinPool,348473877689294624637,10060331672102,348473867628962952535
4710326,osmo1eleal49xrv90lk9uuxks7hmxxxfyjj3s39g4hz,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736718965807668110870680,22527339361905449970,1736696438468306205420710
4710327,osmo1zczm4l40msc5j66764tf9pzv2rx7h98z07k8lr,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122789746522014106704572,116720533867035051697,22122673025988147071652875
4710335,osmo186ezrgr9yuqv3vcgx4c2qv0tkw2y0uzx4xsa5w,604,/osmosis.gamm.v1beta1.MsgJoinPool,348473867628962952535,431912194464010,348473435716768488525
4710348,osmo1et4507u4y6kmj0h3234mqp0d0rwughyrqr86ct,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201110223368733487173120,739675632996415976,1201109483693100490757144
4710349,osmo1j52rrjkrg8uztr4vnr4ckhlqkw2scwdvm95znr,674,/osmosis.gamm.v1beta1.MsgJoinPool,844030685472095736756514,1083716064759629661,844029601756030977126853
4710353,osmo1r736lntt54t5wsc0snsf3nc8avp0n9nn2nszcy,674,/osmosis.gamm.v1beta1.MsgJoinPool,844029601756030977126853,29267600416121353,844029572488430561005500
4710353,osmo186ezrgr9yuqv3vcgx4c2qv0tkw2y0uzx4xsa5w,648,/osmosis.gamm.v1beta1.MsgJoinPool,293108587736441941225420875,172751368896791846,293108587563690572328629029
4710358,osmo1mwteslzr3t4fcr8w7l3fvnk2ex6sxyvzhrdtu3,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181341269241266623351,2706432210883131,44181338562809055740220
4710359,osmo17qv2gh55zqpxxcmvs7snkj6n5vkczz4nrphehm,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122673025988147071652875,7505270967051801660,22122665520717180019851215
4710361,osmo1c64kgaj3u8zg8289eflxh978e8vwy7ywrdpdnn,9,/osmosis.gamm.v1beta1.MsgJoinPool,1350725113239574583568279634,742414529769546706846,1350724370825044814021572788
4710374,osmo1yegtffppueprfecl0ym5qnl5p3saee59tpdauu,1,/osmosis.gamm.v1beta1.MsgJoinPool,392268562342949562027253603,52608454997750849875,392268509734494564276403728
4710376,osmo13ddqdyg7kr94z27hs4ne5luxtwtftfjkv44cnn,604,/osmosis.gamm.v1beta1.MsgJoinPool,348473435716768488525,131036453913839,348473304680314574686
4710378,osmo1qe86f8rt3hlzsspf7efq3h0c3dlsyfqwrctmky,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539711647229769675682859,910032913237118779,15539710737196856438564080
4710378,osmo1zqdj6fj6sxsghda5jjcpw2w0l8ugd2azskd90n,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201109483693100490757144,739654530691384622,1201108744038569799372522
4710386,osmo18vgxrjvrq3540g7gnhvfmaqn5ewmvl747w3azg,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970914398519833182599518,33172769699481649,2970914365347063483117869
4710391,osmo1n49au2jvzpkmfmgt8w4jzmf50ss9f7qy9h692c,481,/osmosis.gamm.v1beta1.MsgJoinPool,2837843001666528918217,548699523188117,2837842452967005730100
4710393,osmo17qv2gh55zqpxxcmvs7snkj6n5vkczz4nrphehm,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736819749907303882632700,10153314510375662,1736819739753989372257038
4710393,osmo1jervkwqdzk8rk38q7ffl40jguhexm329ddu2zw,712,/osmosis.gamm.v1beta1.MsgJoinPool,561898063880637681227560,570024259195592997,561897493856378485634563
4710400,osmo1d9rvrquk3sdhuuv9725pl6a5y8cc2rlhqtlgpa,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122665520717180019851215,103538816137754403433,22122561981901042265447782
4710401,osmo1c3ewsn3z27h68hraqfwsjc9t3zwlt7fa9ez39j,653,/osmosis.gamm.v1beta1.MsgJoinPool,53363640590240517437049,109435258728141845,53363531154981789295204
4710407,osmo1c3ewsn3z27h68hraqfwsjc9t3zwlt7fa9ez39j,641,/osmosis.gamm.v1beta1.MsgJoinPool,22122561981901042265447782,9046913916087957222,22122552934987126177490560
4710407,osmo1wpwalkstr7rm2plfulmn44el43hwaneuzngt37,704,/osmosis.gamm.v1beta1.MsgJoinPool,445972450858579436765205,196701335803804398,445972254157243632960807
4710412,osmo19rvkpefwyhpmded30x3huzkn8kqakh87lg2aj6,497,/osmosis.gamm.v1beta1.MsgJoinPool,1400175844204159459396505,20994875209520103,1400175823209284249876402
4710417,osmo1rmxfal5d663ug0gs53usn0kx8la3zjdz7zc945,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181338562809055740220,19573850593439278,44181318988958462300942
4710429,osmo1pf5ld3lcts4p9xt04kn9gnmg0qvuyy70rdmy0n,712,/osmosis.gamm.v1beta1.MsgJoinPool,561898106279872688877988,388730279632020450,561897717549593056857538
4710429,osmo1t25vvc3zdgu4u863a3rlaxjd9sw6nu0t9enx73,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261774481833522467636145,187214957709002471780,392261587266875813465164365
4710431,osmo1ah3rgagfja945c7n8qy9n385vcewnhgn755fcj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970914365347063483117869,87339685238164051,2970914278007378244953818
4710435,osmo19rvkpefwyhpmded30x3huzkn8kqakh87lg2aj6,604,/osmosis.gamm.v1beta1.MsgJoinPool,348470509165367575911,12202067466881,348470496963300109030
4710437,osmo1nenndw9sc5zrd0pp8s8lewx6a5q99djtk89gn6,712,/osmosis.gamm.v1beta1.MsgJoinPool,561907349560254251904048,63869067225175636,561907285691187026728412
4710438,osmo15mg29cqfeh8kl5l8uggnsrwf54mehfgmazdkxu,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261587266875813465164365,7054640940525759475,392261580212234872939404890
4710442,osmo1434zluxmfj85vwpc3stk03wrcuzrqllc0uguel,712,/osmosis.gamm.v1beta1.MsgJoinPool,561907285691187026728412,3164126519133968949,561904121564667892759463
4710444,osmo1hcfu9uxlkxsmly9fp2448c0ldy3j632k3ddgav,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970914278007378244953818,185387083374504348,2970914092620294870449470
4710445,osmo1xm7lau0vas7elyxuyx9e6q4pg0uh3fwynus0e4,618,/osmosis.gamm.v1beta1.MsgJoinPool,167233402847821887691706,1775625592949508520,167231627222228938183186
4710447,osmo1dhr7zha4s5cppe2tc2h2ps3v6mx6n8j2zk3gs8,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970914092620294870449470,36392743549843270752,2970877699876745027178718
4710450,osmo1zzff42ula9c53v798hj6eu0e9s8y8rdgtuftcw,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261580212234872939404890,2854970785538771533,392261577357264087400633357
4710454,osmo166cfn9s7qa0klrj7t0ru35pp34yxvqdlhsqlfy,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261577357264087400633357,120531146089842100134,392261456826117997558533223
4710456,osmo12zkpu48ssu0h32uaccz29f5z6atyle7j6tpyeg,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261456826117997558533223,309982592017876856018,392261146843525979681677205
4710458,osmo1zpqceawvmkzvrwcmqnfh8umktgsj2ldrl0s3hl,604,/osmosis.gamm.v1beta1.MsgJoinPool,348467701448353110255,256248353257796,348467445199999852459
4710459,osmo1hqpfexlhtdeluxrgcqhhwggzc99dv04wtgu4tq,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261146843525979681677205,10524045894954515305,392261136319480084727161900
4710472,osmo1e0fafwjn3qp4s8g5zd6k8nz84tj9w6x8r99yrf,721,/osmosis.gamm.v1beta1.MsgJoinPool,487077119335600100728,-356,487077119335600101084
4710473,osmo1ugg4nh0vgmqwvkvkjaw745hh70j5aae6y7m6ux,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261136319480084727161900,85233035127279856791,392261051086444957447305109
4710478,osmo1sxuc7jt7zf36v8mxz2m4894yxmjwe8lzc25yvg,704,/osmosis.gamm.v1beta1.MsgJoinPool,445974238360469069990271,191684745365312193,445974046675723704678078
4710479,osmo1l9kkgr3k3hd4q72ea8rj699td689kfs3pvzu7h,3,/osmosis.gamm.v1beta1.MsgJoinPool,105640400285366078820856611,4902140066604623754,105640395383226012216232857
4710480,osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539710737196856438564080,61657538198962494,15539710675539318239601586
4710490,osmo1axmpg8gs9ptxds5eweyhhhm33gudd5v290fsf8,704,/osmosis.gamm.v1beta1.MsgJoinPool,445974046675723704678078,4719706278551381,445974041956017426126697
4710495,osmo1mmys3azcw9decct8e38w26zv9vz9q9u2e3dzrd,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261046567974456703132148,5521230445196014409,392261041046744011507117739
4710504,osmo107r0ylq95jdantsxr2v376s3mu0ufh6g5fh0j7,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201110639021039751724666,107238862039053532418,1201003400159000698192248
4710505,osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736891307313141789600898,8779106845057336,1736891298534034944543562
4710512,osmo15ggj3hch4wfrzwehchpavjzqhcl76mn68zu6uj,669,/osmosis.gamm.v1beta1.MsgJoinPool,76680264806244253185335,512819900422231310,76679751986343830954025
4710517,osmo1fhe0rmrdzpnw78s5uej9znvjkskcs3m3k9m8xy,1,/osmosis.gamm.v1beta1.MsgJoinPool,392261041046744011507117739,126633524507659524539,392260914413219503847593200
4710517,osmo1re5wtjufxl9lfvw3qksv3ha7tnz56p99pcs7uh,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970879178331935659888522,33938243987028130125,2970845240087948631758397
4710521,osmo1spj0t77vy90u7lv4g24eec3hmzq3fggke0t77z,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736906651406806079034681,1590998203475838964,1736905060408602603195717
4710523,osmo107r0ylq95jdantsxr2v376s3mu0ufh6g5fh0j7,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736905060408602603195717,106970136321224033423,1736798090272281379162294
4710525,osmo1nenndw9sc5zrd0pp8s8lewx6a5q99djtk89gn6,712,/osmosis.gamm.v1beta1.MsgJoinPool,561906313072361689085964,67073030306472186,561906245999331382613778
4710535,osmo15ggj3hch4wfrzwehchpavjzqhcl76mn68zu6uj,678,/osmosis.gamm.v1beta1.MsgJoinPool,2970845588490722267345422,339260641306968015,2970845249230080960377407
4710551,osmo13dl0ufwwzepvc5pzt97ep3v2kkvu6g879kdj8p,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201003400159000698192248,739833269843163529,1201002660325730855028719
4710552,osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181248372110715547551,69991713717044,44181248302119001830507
4710553,osmo1m3m7sk08mtet2cv0qu4wct0ywfgqu8nwm0ezf6,584,/osmosis.gamm.v1beta1.MsgJoinPool,167556788930073477317869,749697469967479444,167556039232603509838425
4710555,osmo1vrf0qnptqulw7z9w3z58jec2a4ttyrzftzwtu9,704,/osmosis.gamm.v1beta1.MsgJoinPool,445974041956017426126697,12978915401301680,445974028977102024825017
4710560,osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,573,/osmosis.gamm.v1beta1.MsgJoinPool,2127147851199952179832,7343901076903,2127147843856051102929
4710562,osmo1srx2z2avchphkr2de6gk05eunukvt53k0fg93p,481,/osmosis.gamm.v1beta1.MsgJoinPool,2837842452967005730100,498138038933241,2837841954828966796859
4710565,osmo17eqc5v8m36ru93cqdmcnfvlnjyswheqranvkfn,674,/osmosis.gamm.v1beta1.MsgJoinPool,844032902066552839052097,114239104939218020,844032787827447899834077
4710577,osmo1evjlekuv2ytgtyr7lls8djj8vtmy3kxyh0jtva,651,/osmosis.gamm.v1beta1.MsgJoinPool,1863591213147194147486,242754986569501330,1863348458160624646156
4710579,osmo1t9dt80qe6pcdzchf3s59xkhsltvjrgveyk669j,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201002660325730855028719,1361299918620119398,1201001299025812234909321
4710594,osmo1fhe0rmrdzpnw78s5uej9znvjkskcs3m3k9m8xy,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736798090272281379162294,61653855283718480488,1736736436416997660681806
4710602,osmo1fhe0rmrdzpnw78s5uej9znvjkskcs3m3k9m8xy,1,/osmosis.gamm.v1beta1.MsgJoinPool,392259704427158448908439571,150393797708028361040,392259554033360740880078531
4710604,osmo1z8wyxuq3ewxfvu78572f66zn7zmy77fgykm827,601,/osmosis.gamm.v1beta1.MsgJoinPool,44181248302119001830507,104943048690870358,44181143359070310960149
4710605,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,690,/osmosis.gamm.v1beta1.MsgJoinPool,1201001299025812234909321,3109065806467018037,1200998189960005767891284
4710608,osmo1zzgc9jukqxppns6lu042a87kej5af6f29shel2,606,/osmosis.gamm.v1beta1.MsgJoinPool,378049758012142471980716378,44427629779649216548,378049713584512692331499830
4710624,osmo1jcc2uk743n3z6p9q2qf0ap77gfn8zfu8cztpu3,722,/osmosis.gamm.v1beta1.MsgJoinPool,1736736436416997660681806,23991589327591663416,1736712444827670069018390
4710631,osmo1zzgc9jukqxppns6lu042a87kej5af6f29shel2,10,/osmosis.gamm.v1beta1.MsgJoinPool,853618932451395270889115071,31243835988843468865,853618901207559282045646206
4710638,osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,719,/osmosis.gamm.v1beta1.MsgJoinPool,15539710675539318239601586,2025280885458499458,15539708650258432781102128
4710639,osmo1ah8a8pkver7nhhyqpr8xkycdw5tnnu402n8sac,690,/osmosis.gamm.v1beta1.MsgJoinPool,1200972134472993343015934,73962691121425560291,1200898171781871917455643
4710639,osmo1awp2t26zqpvzy3xn9lp6362jvu7q42jheemmrc,1,/osmosis.gamm.v1beta1.MsgJoinPool,392254626581461168373756691,657195396609840573446,392253969386064558533183245
4710643,osmo1ylzr0uh6drznmdke4azrxev0f6ltsywyt5u25v,604,/osmosis.gamm.v1beta1.MsgJoinPool,348449312107204835396,5829333709899,348449306277871125497
4710650,osmo1xzllmxl5hl7fpsle777tm7kn9kap9y609j428g,704,/osmosis.gamm.v1beta1.MsgJoinPool,445974028977102024825017,12839140144366033235,445961189836957658791782
