block,code,msg_type,sender,pool_id,share_in,denom_1,amount_1,denom_2,amount_2,estimated_gamm,extra_gamm,ratio
4708335,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,625,7426783206766457439,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,629314,uosmo,6797,4952842963752332288,2473940243014125151,0.49949902735051355
4708335,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gmnw6zf6260ynpfyxy2hn8yrdnydjc8rlnl6dc,678,386832721847419507,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1308248,uosmo,1155588,257974564666529264,128858157180890243,0.49949946556730773
4708338,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j44wrmq85k9yzpna8n34er3skx02mgxs84ju0y,641,7443470756672096094,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,2949745,uosmo,78502,4963968953610831872,2479501803061264222,0.49949986114591916
4708350,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,605,50858418361103284792,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,187118424,uosmo,7652,33918397130942531584,16940021230160753208,0.4994346037273967
4708351,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14z380vc49lz23jjv03kkl6ju2pjykmkmd0ffar,577,10051121536106478,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,18741196,uosmo,1400008,6704102600747263,3347018935359215,0.49924936038212553
4708352,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,602,8358736134286353,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,2492584387,uosmo,86184,5574349442038998,2784386692247355,0.49949984678909476
4708355,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,648,5841595040218222847926,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,12199999999999218804,uosmo,2267612,3895700298010403799040,1945894742207819048886,0.49949806025931176
4708358,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,602,68246632351765,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,20360837,uosmo,704,45534475748289,22712156603476,0.49879033919325244
4708358,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10fany9428zm9v3wuq2mdxuahqr28naxsg23h6y,690,907625859135682339,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,999997,uosmo,80202,605285803806696576,302340055328985763,0.499499663510266
4708361,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13m234cygarlj6j9jvfkeec22yzps8u5cpeumg3,722,3339340575620998157,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,231231546119117535,uosmo,449506,2226970534232550272,1112370041388447885,0.4994992184626226
4708366,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,573,735673031471593,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,1027613,uosmo,14867,490625097254741,245047934216852,0.4994606586332433
4708367,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1k8hh0ncad93ymc2h25p63xp2l0awa9yswqe78z,604,7080129596511,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,969295,uosmo,27224,4722449360639,2357680235872,0.4992494478655414
4708368,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,653,15478854545908595162,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,220000,uosmo,1366199,10324554969558880256,5154299576349714906,0.4992272879118522
4708369,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,1,14136383942322280008,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,127565,uosmo,1000192,9427432429980385280,4708951512341894728,0.4994945916946436
4708371,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1hmqf5d6z53akxurv4r2e5cu0f0mfzefs03lat7,1,99716888847366361895,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,899828,uosmo,7055266,66500119547650617344,33216769299715744551,0.4994993922667206
4708375,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,9,2606979642439889012888,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,1490962446,uosmo,2314073,1738566201636337221632,868413440803551791256,0.49949978320422983
4708375,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cyfvy9kudezn99pdryu5umy9y8y8hzptpqrau8,674,826276288445329280,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,2607886807530323923,uosmo,2303126,826276288445429440,-100160,-1.212363542890671e-13
4708377,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s4a3wg4mua63tsmpaa2tf6f8z609ge6slyh9sx,604,315729651457643,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,43224514,uosmo,1214020,210591742452910,105137909004733,0.49924991255648443
4708377,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1aval5kjrhvzz3gk0nkr7g7gn7ypxys97yx67ce,1,14905193038281976315,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,134501,uosmo,1054600,9940143397233482752,4965049641048493563,0.49949477010868426
4708380,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,613,10022357806590040,ibc/E7B35499CFBEB0FF5778127ABA4FB2C4B79A6B8D3D831D4379C4048C238796BD,198257,uosmo,6929,6683813720511944,3338544086078096,0.499496877932496
4708380,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mwzknw73v689tk45caja8cq3r96dvshe7fluve,9,1138809553223410163834,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,651298217,uosmo,1010858,759459557724005793792,379349995499404370042,0.4994999294449112
4708386,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fvtc7hadldx3y7fymq6v7xutws3yy6p3nfnknd,1,20639522133813687788,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,186249,uosmo,1460300,13764296556975156224,6875225576838531564,0.4994970537273451
4708392,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,2,1073715114324583489117,uion,1461,uosmo,292022,596955926860066930688,476759187464516558429,0.7986505636558898
4708395,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,621,4284353175257350,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,17243064,uosmo,5981,2857664402677939,1426688772579411,0.49924993685138475
4708395,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1wzczvtlmgedtgrl2vkuydp07ln6s6t49l9nyaw,678,515420569601957158,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1742680,uosmo,1540117,343728374063141536,171692195538815622,0.4994996296327765
4708397,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,497,29826569597275795632,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,19035916,uosmo,60082488,19894350710970746880,9932218886305048752,0.49924820521173996
4708399,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mj4c3whfpphcsw0m2vu6g9r0d6pgv8cfwgrejv,1,684799071742905758164,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6179594,uosmo,48450871,456685009343141019648,228114062399764738516,0.4994997815405977
4708406,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,625,1225730296096627348,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,104030,uosmo,1120,817428653722011328,408301642374616020,0.49949514311186594
4708407,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17g62hzm8yh3nm2uwfqwpe0cj7ru0crgpjl7n9u,497,5838341470536269651,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,3726039,uosmo,11760879,3894176013863084032,1944165456673185619,0.49924950740594354
4708412,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13lfw7wmj0hehevfv0zafhy2zjvgvwnu9lu39lg,9,15736491992047107429,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,9000000,uosmo,13969,10494787894424098816,5241704097623008613,0.49945784043981845
4708415,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,641,712853782072462523,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,282497,uosmo,7518,475394972737965920,237458809334496603,0.49949793950678156
4708416,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,8622883922816488847,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,29150205,uosmo,25769819,5750507083615631360,2872376839200857487,0.49949974801089203
4708416,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12zrmvcgrtafpcat3wh3umfqjc8td83p2r8qqml,678,529547530405997080,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1790167,uosmo,1582572,353149149244539008,176398381161458072,0.4995010791865466
4708422,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u9eqmr8g5n25fv9mycnhxwlgg4r44l9qhjhwtg,604,7434767225754,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,1017371,uosmo,28601,4958992637286,2475774588468,0.49924949874960145
4708423,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,722,2903297723652125121378,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,200020042897642370598,uosmo,392883358,1936357398519289217024,966940325132835904354,0.4993604620057457
4708423,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j07lm6qjtsrptf290zqh9k2tes44uhdy44qtec,1,14203721078876447245,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,128177,uosmo,1004921,9472339298012072960,4731381780864374285,0.49949454216207534
4708428,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12nqeetvh4vhevc3scevngaz6ju24h2p88c9nxu,681,1887001988411067348089,ibc/5D1F516200EE8C6B2354102143B78A2DEDA25EDE771AC0F8DC3C1837C8FD4447,146285453949019326037,uosmo,19048567,1258672343220985659392,628329645190081688697,0.4992003268953735
4708434,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1p38ngyxwmrfrthmjkwe4arcvhreehee86v7swl,712,638261840733226089,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,11741,uosmo,3131526,425665903630307328,212595937102918761,0.4994431907507426
4708437,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lr69fl7fxks469fu2wnvrd0p3hq4ucnjcgdheg,678,1191789460852556189,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4027597,uosmo,3562873,794791503050612608,396997957801943581,0.49949949927517356
4708446,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19fmcwma6c0x7mdf8l6le0477vvwp4cv7wy4uzj,678,16826764906047505,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,56865,uosmo,50305,11221685399978335,5605079506069170,0.4994864234992715
4708448,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16sw3enjmxnfwuz46tfz9zfu8vh4kjay59et3mz,690,2596712244809561653,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2862041,uosmo,229458,1731721474983388544,864990769826173109,0.49949762841306256
4708449,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vqh4u8nuyx2memun5vtu4d0cdlmgsnluntjh06,629,360956346255439,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,20871734731103921470,uosmo,163281,240758639703440,120197706551999,0.49924566237811985
4708450,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19mea5ax9svvypex0p3jretm7yex4m6870wan9s,712,12419627080674458,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,229,uosmo,60997,8296798380704933,4122828699969525,0.49691802919516426
4708450,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,662,55469538645932541,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,4669063675,uosmo,39028,36985867509484368,18483671136448173,0.4997495633084277
4708454,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,678,26747663388977794296,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,90350385,uosmo,79999930,17837730462946849792,8909932926030944504,0.49949924652908995
4708461,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo192sqr9wuhapxdm6hhsmc55v4472wgz64n6uynk,712,24406885320941064593,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,448883,uosmo,119763437,16276728336799085568,8130156984141979025,0.49949577187210226
4708462,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1eftlpu2vwzpuwtr9pwms75uendae8pqdpktn2v,678,2669428005370215854,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,9016970,uosmo,7984004,1780212220990491392,889215784379724462,0.49949987641640514
4708463,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16d4pfxh0uehpu8q2f284de9ecpeanp60hwk4jd,712,1708702907170735041,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,31426,uosmo,8384428,1139529614220670464,569173292950064577,0.4994809137446812
4708468,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,653,1321376716638074700,ibc/C2A2E9CA95DDD4828B75124B5E27B8401C7D8493BC48353D418CBFC04565899B,18779,uosmo,116617,881371334480597824,440005382157476876,0.4992281515676671
4708472,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo195z08s2qj0em8pzyyaqm5l29p0w9vrdevl7cdt,604,672328204955910,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,92000000,uosmo,2586429,448443120120004,223885084835906,0.49924968137763837
4708473,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dsrgcrmdxu9gxatfqvjfgx34fsvu0yres606lq,625,271256014411149327545,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,23021930,uosmo,247857,180897684616126545920,90358329795022781625,0.4994996480290361
4708477,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,9,95519436215917606240360,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,54628657646,uosmo,84787910,63701107394740093976576,31818328821177512263784,0.4994941237678516
4708477,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ed7an6qatn7kc2a0huh7w8vgl2ycdn4jmax4re,701,671259402337283,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,69855,uosmo,4,447658360426454,223601041910829,0.4994903740830827
4708478,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo124tm37a3a6yvzja3pa55n22sl86hs4llkfw52y,690,93703354199582286613,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,99999997,uosmo,8552068,62489992749953744896,31213361449628541717,0.4994937601373244
4708479,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,605,32250130999109767997,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,118625985,uosmo,4854,21509447745556633600,10740683253553134397,0.49934723478764886
4708480,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12rgsk2tujy3s6lf27cmnnx3te6qg02pgvservp,641,2096601228600911851456,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,830866578,uosmo,22111540,1398207567367926579200,698393661232985272256,0.49949211943380134
4708481,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1s8y8xlc48yxmwn5yp8ygy4krkd6kn950dkpcmz,712,735688830471523044,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,13531,uosmo,3609967,490638158313590720,245050672157932324,0.4994529430817496
4708482,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,669,1572808955092576533,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,1028609,uosmo,67787,1048890598158073216,523918356934503317,0.4994976195368148
4708486,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo133yra9fxttjsu22vcjgdfx2vvsve9q4g3369cx,712,2488390379331632815,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,45765,uosmo,12210331,1659492853302791424,828897526028841391,0.4994884578015115
4708490,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1khapknlvmld28rgxh4d50cscc3ecv2fp0drw3v,1,269373560099089316257,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2431791,uosmo,19051048,179642289503314903040,89731270595774413217,0.49949970490728246
4708491,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16at95zmfk8xymcldqtshjsvfd2wzjk2udp0ycu,712,67967342370416772,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1250,uosmo,333509,45326723320623208,22640619049793564,0.49949825160850114
4708493,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tew2mp3racvkcye5qj5vyyqf22sgr6zefwcaln,641,93516901068233889938,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,37058663,uosmo,986228,62365404236592848896,31151496831641041042,0.4994996378675427
4708494,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ew02nl40jqspvfe23xmdc4xmqvnelz3929nrrx,690,149051077694835277152723,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,160602567671,uosmo,13748530000,100412991162906384007168,48638086531928893145555,0.48438041700222056
4708498,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,701,5141552848463867673,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,535057714,uosmo,30638,3428849893975123712,1712702954488743961,0.4994977929766353
4708506,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,29789550546145898001,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,547846,uosmo,146180100,19866388047491313664,9923162498654584337,0.4994950503802156
4708509,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dedpa2xuf7gs8rkzula44ry8fql9jerjc2csgu,722,1643027777863021864,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,112393382751657594,uosmo,223662,1095719328614876480,547308449248145384,0.4994969377240157
4708511,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d6z386l0prh50lh6ju9harvx6hzq400h3jzztf,1,98995407041222050548,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,893866,uosmo,6999919,66018971008501866496,32976436032720184052,0.4994993943252086
4708512,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ay86636pznjkrf55lvmmu9tqz4qafm7t0pptu4,604,182207709485146,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,24932931,uosmo,700947,121532577015960,60675132469186,0.4992499456439401
4708516,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,678,484024337139329336,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1635429,uosmo,1447266,322790560801060768,161233776338268568,0.4994996629955317
4708517,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t9dgymsxux9266fcmswlj288lh4u4hcq0xwqga,1,88372388225950708259,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,797945,uosmo,6248784,58934595265188970496,29437792960761737763,0.49949936583597476
4708517,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,1607989240485482,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,92979321399142530769,uosmo,727382,1072529678549349,535459561936133,0.49924917943563973
4708529,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1azes8zlagztlwps95mplm39vwpld08d4g7kand,712,262208251977058088,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4822,uosmo,1286670,174863822054956912,87344429922101176,0.49949971867051035
4708532,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15zncaaa5anrkskn0mnmp3ggq496vyxxf89jedl,712,311817786602863944,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5735,uosmo,1530148,207963094400256592,103854692202607352,0.4993900119735821
4708535,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1zulgguv8hfwvwd5kqd6res3a4zuv3jsgz2yhn7,498,191239619807586700,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,56004,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,138245,127557688887135280,63681930920451420,0.49924023769980685
4708538,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jvgc27k2pyukc745nrm92qj79xw0fr6xmg8uds,712,45084563696190005,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,830,uosmo,221246,30083594908372704,15000968787817301,0.4986428262149718
4708540,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19u2arshl4cwma9t0exer93qvpjet5adlthuwp9,629,421919566077633,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,36551458498640075361,uosmo,286342,421919566077751,-118,-2.7966517990307693e-13
4708540,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c77nzlhwsqyejev4cezpx83yj6u88fvtxucmkd,719,52062628027099958478,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,1799970,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1007343,40067606883603341312,11995021143496617166,0.2993695425419898
4708541,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xwpgxsf39qv5zt2vva4fgsvrgmpxzh5a72rckh,604,50829752130606,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6955450,uosmo,195540,33903453983368,16926298147238,0.49924996301384295
4708552,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,604,160773859897011,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,22000004,uosmo,618491,107236249345821,53537610551190,0.49924918931600404
4708555,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rk3z75f5csnrvd6nger0qmfa0j5c28wus560p0,605,1782609432596237288930,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,6557000237,uosmo,268248,1188804132340918648832,593805300255318640098,0.4994980115740635
4708563,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17g4wqps05ah36kp3u7pqpcphe0klfu6v8dftev,1,1564735094844889949,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14125,uosmo,110676,1043534668520854272,521200426324035677,0.499456742594671
4708569,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo104gevychrp9gvnyfvewpaaql7f4mp694zkcecm,722,172680215100157771687,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,12006545573750808492,uosmo,23127487,115159161704310718464,57521053395847053223,0.4994917689965599
4708570,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rfz9mnsrscmxl2x0nw4q98d8sf6s6yv4xdwsp6,712,6888209373110995141,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,126673,uosmo,33801093,4593675602132244224,2294533770978750917,0.4994984343068758
4708570,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,648,780980024889539882929,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,2445904429319608189,uosmo,454561,780980024889644482560,-104599631,-1.3389289676979388e-13
4708570,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,641,2374703274548784840,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,941208,uosmo,25040,1583691761121488000,791011513427296840,0.4994731505499175
